,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.319,0.444,0.468,2.196,0.008,0.005,3249.0,4422.0,1.0
trend_coef,-0.004,0.004,-0.012,0.005,0.0,0.0,3795.0,4515.0,1.0
ib_coef,2.342,0.19,1.973,2.714,0.003,0.002,4460.0,5288.0,1.0
sigma,1.893,0.088,1.727,2.074,0.001,0.001,6815.0,5799.0,1.0
