,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,17.41,0.194,17.017,17.783,0.002,0.002,6645.0,5847.0,1.0
sigma,3.026,0.138,2.759,3.302,0.002,0.002,6129.0,5654.0,1.0
