,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.231,0.978,3.288,7.077,0.016,0.011,3659.0,4363.0,1.0
economic_coef,-0.489,0.109,-0.697,-0.271,0.002,0.001,3334.0,4364.0,1.0
pressure_coef,2.36,0.191,2.001,2.742,0.003,0.002,5486.0,5256.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,3788.0,5054.0,1.0
sigma,1.835,0.086,1.673,2.004,0.001,0.001,6550.0,6288.0,1.0
