,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,8.056,2.725,2.906,13.466,0.04,0.028,4755.0,5675.0,1.0
economic_coef,0.877,0.052,0.778,0.982,0.001,0.001,8482.0,6289.0,1.0
pressure_coef,-6.355,2.515,-11.47,-1.642,0.035,0.027,5082.0,6183.0,1.0
tides_coef,-0.0,0.004,-0.007,0.007,0.0,0.0,8937.0,6544.0,1.0
wind_speed_coef,3.93,0.441,3.054,4.774,0.005,0.004,6766.0,6927.0,1.0
sigma,1.964,0.093,1.784,2.148,0.001,0.001,8538.0,5940.0,1.0
