,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.775,1.027,2.766,6.777,0.017,0.012,3472.0,5093.0,1.0
economic_coef,0.545,0.11,0.337,0.769,0.002,0.001,3175.0,4709.0,1.0
pressure_coef,2.402,0.198,2.027,2.793,0.002,0.002,7193.0,6114.0,1.0
trend_coef,0.033,0.01,0.013,0.052,0.0,0.0,3823.0,4980.0,1.0
coef_gc_icoads,-0.123,0.235,-0.568,0.347,0.003,0.002,7108.0,5960.0,1.0
sigma,1.838,0.087,1.671,2.007,0.001,0.001,7400.0,6258.0,1.0
