,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_large,4.242,0.148,3.93,4.517,0.002,0.002,5187.0,5707.0,1.0
w,0.959,0.023,0.918,0.998,0.001,0.0,1264.0,2648.0,1.0
sigma_large,2.214,0.11,2.002,2.435,0.002,0.001,2530.0,3731.0,1.0
delta,1.62,0.907,0.0,3.354,0.051,0.04,393.0,594.0,1.03
sigma_small,0.183,0.112,0.009,0.405,0.002,0.002,3446.0,1239.0,1.0
mu_small,2.622,0.888,0.881,4.135,0.051,0.041,393.0,620.0,1.03
