,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.174,0.443,0.265,2.003,0.008,0.005,3449.0,4766.0,1.0
pressure_coef,2.385,0.191,2.018,2.769,0.003,0.002,4625.0,5745.0,1.0
trend_coef,-0.003,0.004,-0.01,0.006,0.0,0.0,4194.0,5085.0,1.0
sigma,1.892,0.087,1.723,2.061,0.001,0.001,5927.0,5753.0,1.0
