,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.327,1.258,2.769,7.705,0.02,0.015,4154.0,4995.0,1.0
economic_coef,0.507,0.108,0.299,0.723,0.002,0.001,4345.0,4586.0,1.0
modelled_wind_coef,-0.116,1.764,-3.613,3.316,0.027,0.02,4372.0,5003.0,1.0
wind_coef_residual,-0.443,1.009,-2.342,1.612,0.012,0.01,7115.0,6550.0,1.0
trend_coef,0.034,0.009,0.016,0.053,0.0,0.0,4616.0,4994.0,1.0
ib_coef,2.412,0.793,0.883,4.006,0.012,0.009,4436.0,5180.0,1.0
sigma,1.84,0.085,1.672,2.004,0.001,0.001,7511.0,6400.0,1.0
