,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.226,0.444,0.4,2.132,0.007,0.005,3571.0,4875.0,1.0
pressure_coef,2.372,0.192,1.997,2.75,0.003,0.002,4576.0,5305.0,1.0
trend_coef,-0.003,0.004,-0.011,0.005,0.0,0.0,4267.0,5497.0,1.0
sigma,1.892,0.087,1.721,2.059,0.001,0.001,6125.0,5424.0,1.0
