,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.674,0.57,0.483,2.714,0.009,0.006,4483.0,5541.0,1.0
pressure_coef,2.346,0.196,1.973,2.732,0.002,0.002,7168.0,5942.0,1.0
trend_coef,-0.01,0.008,-0.024,0.006,0.0,0.0,4616.0,5196.0,1.0
temp_anomaly_coef,0.816,0.887,-1.001,2.495,0.012,0.009,5228.0,6259.0,1.0
season_sin_coef,0.147,0.302,-0.433,0.756,0.004,0.003,7251.0,6241.0,1.0
sigma,1.898,0.087,1.728,2.068,0.001,0.001,7113.0,6733.0,1.0
