,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.923,0.993,2.99,6.858,0.018,0.011,3139.0,4545.0,1.0
economic_coef,0.538,0.109,0.326,0.751,0.002,0.001,2853.0,4287.0,1.0
pressure_coef,2.393,0.201,2.004,2.785,0.003,0.002,6038.0,6409.0,1.0
trend_coef,0.033,0.009,0.014,0.05,0.0,0.0,3305.0,4903.0,1.0
coef_mdr_hadisst,-0.046,0.2,-0.43,0.351,0.002,0.002,6824.0,6434.0,1.0
sigma,1.838,0.085,1.668,2.001,0.001,0.001,7646.0,6124.0,1.0
