,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,6.049,0.838,4.319,7.595,0.014,0.009,3564.0,4795.0,1.0
economic_coef,0.759,0.056,0.651,0.87,0.001,0.001,4152.0,5211.0,1.0
mv_coef[0],1.289,0.273,0.75,1.823,0.005,0.003,3558.0,4370.0,1.0
mv_coef[1],-0.087,0.02,-0.128,-0.049,0.0,0.0,3489.0,4447.0,1.0
sigma,2.193,0.107,1.975,2.397,0.001,0.001,5254.0,5803.0,1.0
