,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.984,2.73,4.676,15.307,0.05,0.034,3009.0,3960.0,1.0
economic_coef,0.527,0.107,0.321,0.737,0.002,0.001,4343.0,5027.0,1.0
travel_speed_coef,-0.006,0.268,-0.521,0.525,0.003,0.003,7560.0,5860.0,1.0
trend_coef,0.033,0.009,0.016,0.051,0.0,0.0,4391.0,5413.0,1.0
pc1_coef,1.801,0.982,-0.139,3.705,0.018,0.012,2958.0,3759.0,1.0
pc2_coef,-1.928,1.041,-3.978,0.087,0.019,0.012,3146.0,4364.0,1.0
ib_coef,-1.511,2.109,-5.741,2.486,0.039,0.027,2938.0,3679.0,1.0
sigma,1.842,0.084,1.676,2.002,0.001,0.001,7053.0,6333.0,1.0
