ATCF_ID,name,basedamage,ATD,ND,lf_ISO_TIME,lf_wind,lf_pressure,lf_state,WPC,population,lf_lat,lf_lon,Tide_Level
AL071988,Florence,2920000,0.3315624714384903,2000000,1988-09-10 02:30:00,70,984.0,LA,69377.42031575814,1269402,29.184150000000002,-89.32634999999999,-10.251468873193426
AL081988,Gilbert,50000000,11.491505926132222,290000000,1988-09-16 21:00:00,115,953.0,TX,69377.42031575814,627155,24.1105,-97.5983,-10.957932453293727
AL121988,Keith,3000000,0.22006204186464923,16000000,1988-11-23 07:00:00,55,995.0,FL,69377.42031575814,1964979,27.3,-82.6,-17.600361249138636
AL021989,Allison,500000000,352.99691287835174,2710000000,1989-06-26 13:30:00,41,1001.75,TX,72732.60114719042,194747,28.742425,-95.7,11.59389837343522
AL041989,Chantal,100000000,13.423354297145693,390000000,1989-08-01 12:30:00,70,985.0,TX,72732.60114719042,1024259,29.55,-94.35,24.64305011984745
AL111989,Hugo,7000000000,1780.8852549838095,27430000000,1989-09-22 04:30:00,120,938.5,SC,72732.60114719042,540422,32.974999999999994,-79.925,35.10508599754846
AL141989,Jerry,70000000,4.461320414623858,320000000,1989-10-16 00:30:00,75,983.0,TX,72732.60114719042,2157275,29.2,-95.0,-6.650355359773375
AL151990,Marco,57000000,3.0445966467314958,290000000,1990-10-11 11:30:00,52,993.5,FL,75416.99809338045,2482423,27.432083333333335,-82.78081666666667,16.670832246807088
AL031991,Bob,1500000000,47.287970558476985,4690000000,1991-08-19 19:00:00,92,966.0,RI,76399.63712381179,4151923,41.8154,-71.10756666666667,36.11523757523631
AL041992,Andrew,24000000000,921.9216306257043,87220000000,1992-08-24 09:00:00,145,922.0,FL,78515.26922567944,3315607,25.4999,-80.28,9.667679840389956
AL041992,Andrew,1000000000,432.6998293769772,3030000000,1992-08-26 06:30:00,122,955.2,LA,78515.26922567944,294347,29.28,-91.34,11.876603142553837
AL021993,Arlene,22000000,8.846542192203213,60000000,1993-06-20 09:30:00,35,1001.1666666666666,TX,81394.02647897285,305532,27.116666666666667,-97.46666666666667,23.108483921014113
AL051993,Emily,35000000,26.107728273838067,130000000,1993-08-31 22:30:00,100,960.5,NC,81394.02647897285,164705,35.400000000000006,-75.0,36.769877558947925
AL011994,Alberto,500000000,230.85712017393467,1710000000,1994-07-03 15:00:00,55,993.0,FL,85156.09876449488,254338,30.4,-86.5,6.251785532240473
AL031994,Beryl,73000000,47.448701771156045,250000000,1994-08-16 01:30:00,50,999.5,FL,85156.09876449488,180669,30.1,-85.5,-8.980956629382193
AL121994,Gordon,400000000,84.63881615868168,2060000000,1994-11-16 12:30:00,45,995.5,FL,85156.09876449488,554977,26.45,-81.95,-24.646852110471002
AL011995,Allison,1700000,0.6826641633382402,7000000,1995-06-05 14:00:00,60,991.0,FL,88186.26494815963,282385,29.9,-84.4,13.716698602596843
AL041995,Dean,500000,0.024846244794657288,2000000,1995-07-31 01:00:00,40,999.0,TX,88186.26494815963,2281961,29.1,-95.15,22.101596028740424
AL051995,Erin,350000000,51.96162182232086,1190000000,1995-08-02 03:00:00,75,983.0,FL,88186.26494815963,763808,27.4132,-80.275,39.47278896628603
AL051995,Erin,350000000,96.4908394719565,1050000000,1995-08-03 16:30:00,85,976.0,FL,88186.26494815963,411321,30.375,-87.275,-7.734770354115427
AL111995,Jerry,40600000,2.1590524934977253,150000000,1995-08-23 16:00:00,35,1006.6666666666666,FL,88186.26494815963,2132367,26.845,-80.04346666666666,-39.70908908409369
AL171995,Opal,4700000000,1488.7779851387675,16510000000,1995-10-04 22:30:00,110,944.0,FL,88186.26494815963,357987,30.475,-87.02499999999999,-10.297818004716111
AL021996,Bertha,270000000,84.77865655277452,1020000000,1996-07-12 19:30:00,90,974.0,NC,91225.52036601737,349109,34.125,-77.875,19.206198357981314
AL061996,Fran,5000000000,1377.256666705745,18930000000,1996-09-06 00:30:00,100,954.0,NC,91225.52036601737,397959,33.9,-78.0,-45.43501535179902
AL101996,Josephine,130000000,51.85520190280522,610000000,1996-10-08 03:30:00,60,983.0,FL,91225.52036601737,274811,30.0,-83.9,22.511074999975555
AL051997,Danny,100000000,14.046539122411874,270000000,1997-07-19 18:30:00,67,986.3333333333334,LA,94657.053466101,752104,30.391683333333333,-87.87498333333333,26.645970233340176
AL031998,Charley,50000000,11.565132090253947,120000000,1998-08-22 10:30:00,60,1000.25,TX,98657.99517660437,438215,27.825,-97.175,2.306911453838642
AL021998,Bonnie,720000000,174.3350483312543,2410000000,1998-08-27 03:00:00,95,963.0,NC,98657.99517660437,418616,34.3201,-77.7383,49.53416691836655
AL051998,Earl,79000000,36.39989592497342,220000000,1998-09-03 06:00:00,75,987.0,FL,98657.99517660437,219986,30.1,-85.7,4.717802899721765
AL061998,Frances,500000000,121.42309048098777,1090000000,1998-09-11 06:30:00,50,990.1666666666666,TX,98657.99517660437,417385,28.227899999999998,-96.97845000000001,8.274132442131709
AL071998,Georges,680000000,56.412303576897706,1200000000,1998-09-25 15:00:00,90,981.0,FL,98657.99517660437,1221808,24.4383,-81.7094,3.955805023249808
AL071998,Georges,1630000000,312.5306321279992,3660000000,1998-09-28 11:30:00,90,964.0,MS,98657.99517660437,528643,30.4,-88.9,14.472494106490114
AL131998,Mitch,40000000,7.089949194971631,150000000,1998-11-05 11:00:00,55,989.0,FL,98657.99517660437,571853,26.2,-81.9,-63.942913857349645
AL031999,Bret,60000000,75.78767389493638,120000000,1999-08-23 02:00:00,100,955.0,TX,103696.37129109865,76346,26.933266666666665,-97.5768,-21.25356068128586
AL051999,Dennis,157000000,45.330308835420404,390000000,1999-09-04 21:00:00,60,984.0,NC,103696.37129109865,334001,34.8,-76.5,-53.15212829102961
AL081999,Floyd,6500000000,1417.5797535538481,16030000000,1999-09-16 08:00:00,90,958.4,NC,103696.37129109865,442183,34.23896,-77.78886,-21.716469253894658
AL101999,Harvey,15000000,3.103050227674102,37000000,1999-09-21 17:30:00,50,999.0,FL,103696.37129109865,466164,25.9,-81.6,22.318440765549223
AL131999,Irene,800000000,55.68655463903319,1940000000,1999-10-15 20:00:00,70,987.0,FL,103696.37129109865,1385403,25.3,-81.1,12.978096341649971
AL112000,Gordon,10800000,5.286213254216268,29000000,2000-09-18 03:30:00,60,992.5,FL,109409.76919099996,186734,29.383333333333333,-83.16666666666667,-34.74702564104143
AL122000,Helene,16000000,2.137043672607792,38000000,2000-09-22 11:30:00,42,1005.5,FL,109409.76919099996,684306,30.416616666666666,-86.66491666666667,20.285746120477153
AL012001,Allison,8500000000,420.63998203764567,21700000000,2001-06-05 21:30:00,50,1003.0,TX,114326.58427557195,1767507,28.966666666666665,-95.3,-5.916030403598503
AL032001,Barry,30000000,6.0888213632936,67000000,2001-08-06 05:00:00,60,990.0,FL,114326.58427557195,430964,30.4,-86.3,-11.651356874534788
AL082001,Gabrielle,230000000,10.27651266732992,570000000,2001-09-14 12:30:00,60,983.8333333333334,FL,114326.58427557195,1957649,27.183733333333336,-82.52578333333332,37.07602761579791
AL062002,Fay,4500000,2.4775846415552,8000000,2002-09-07 09:30:00,50,999.5,TX,118803.97978850856,152881,28.6,-96.4,-14.824244632960664
AL082002,Gustav,100000,0.04028562311936065,0,2002-09-10 21:00:00,55,984.0,NC,118803.97978850856,208939,35.2492,-75.1752,-53.2066289060018
AL092002,Hanna,20000000,2.206809025767412,38000000,2002-09-14 14:30:00,50,1002.1666666666666,MS,118803.97978850856,762841,30.333333333333332,-88.46666666666667,-2.779809858325821
AL102002,Isidore,330000000,28.34789196417988,630000000,2002-09-26 07:00:00,55,984.0,LA,118803.97978850856,979856,29.235033333333334,-90.23586666666667,15.682625148788125
AL132002,Lili,860000000,178.9711685212513,1610000000,2002-10-03 13:30:00,92,964.25,LA,118803.97978850856,404468,29.615850000000002,-92.235625,10.768660878387823
AL122002,Kyle,5000000,0.6469136698322334,11000000,2002-10-11 15:30:00,35,1009.5,SC,118803.97978850856,650568,32.6523,-79.87672500000001,83.89129204394422
AL032003,Bill,50000000,15.844871797032203,95000000,2003-06-30 18:30:00,50,997.0,LA,124030.54097018167,254421,29.200000000000003,-91.0,20.765435239792687
AL042003,Claudette,180000000,95.57297349808387,330000000,2003-07-15 16:30:00,80,981.0,TX,124030.54097018167,151848,28.42,-96.48,-4.919676737734551
AL132003,Isabel,5500000000,1804.2014917958713,11010000000,2003-09-18 17:30:00,90,957.5,NC,124030.54097018167,245781,35.0,-76.30000000000001,-35.913067733783535
AL012004,Alex,4000000,0.8973547954266875,7000000,2004-08-03 14:00:00,85,973.3333333333334,NC,134968.0490482914,330267,34.59133333333333,-76.0248,47.49891424943259
AL032004,Charley,16000000000,1156.8149618402863,36990000000,2004-08-13 21:00:00,130,944.0,FL,134968.0490482914,1024767,26.9815,-82.0701,-20.968068823431683
AL032004,Charley,90000000,9.965209311360642,190000000,2004-08-14 14:00:00,70,992.0,SC,134968.0490482914,669153,33.0,-79.4,-3.5291183105153365
AL072004,Gaston,130000000,15.445954293893541,240000000,2004-08-29 14:00:00,65,985.0,SC,134968.0490482914,623588,33.0,-79.6,35.85326983424038
AL062004,Frances,9800000000,528.4414141792478,19990000000,2004-09-05 04:30:00,95,960.0,FL,134968.0490482914,1374036,27.2,-80.2,27.57289921131487
AL092004,Ivan,20500000000,1688.6001973834261,36910000000,2004-09-16 07:30:00,107,948.0,AL,134968.0490482914,899489,30.3604,-87.87405000000001,-7.397988478002802
AL112004,Jeanne,7500000000,460.9989024989244,16800000000,2004-09-26 04:30:00,105,950.75,FL,134968.0490482914,1205398,27.225,-80.3,-45.76611377546158
AL032005,Cindy,320000000,21.51685745886517,420000000,2005-07-06 03:00:00,65,991.0,LA,146633.53525252297,1014233,29.2,-90.1,-30.227600880898198
AL042005,Dennis,2500000000,256.6699762101154,3930000000,2005-07-10 20:00:00,110,948.6666666666666,FL,146633.53525252297,664250,30.542266666666666,-87.16676666666666,9.754990413558742
AL122005,Katrina,125000000000,7620.822042764069,148240000000,2005-08-29 11:30:00,116,922.0,LA,146633.53525252297,1118600,29.384533333333334,-89.6027,-4.067656563172254
AL162005,Ophelia,70000000,13.278477857159846,130000000,2005-09-15 05:30:00,72,981.6666666666666,NC,146633.53525252297,359515,34.47625,-76.34875,-20.693459612111607
AL182005,Rita,18500000000,2696.7778599992043,23110000000,2005-09-24 08:30:00,100,939.1666666666666,LA,146633.53525252297,467836,29.85333333333333,-93.78316666666666,13.182892790708731
AL252005,Wilma,19000000000,1825.2838157018195,33410000000,2005-10-24 10:30:00,110,950.0,FL,146633.53525252297,709888,25.9,-81.7,24.209482232532938
AL062006,Ernesto,500000000,11.479840117771083,740000000,2006-08-30 05:00:00,40,1003.0,FL,156640.49689108404,2780546,25.2,-80.7,16.570870654609585
AL092007,Humberto,50000000,2.4831616641255874,63000000,2007-09-13 06:30:00,80,985.0,TX,162006.7882901995,1242887,29.55,-94.35,-2.9667749401483876
AL042008,Dolly,1300000000,86.72816811801741,1940000000,2008-07-23 20:30:00,75,968.0,TX,165608.79744403902,905107,26.4067,-97.4551,-4.126393195521351
AL062008,Fay,560000000,50.635129339895585,830000000,2008-08-19 09:00:00,55,990.0,FL,165608.79744403902,667810,25.9388,-81.5831,43.15730266948129
AL072008,Gustav,6000000000,1323.9745584413006,7900000000,2008-09-01 15:00:00,95,954.0,LA,165608.79744403902,273645,29.2,-90.7,5.227850023552344
AL082008,Hanna,160000000,22.33172262063664,270000000,2008-09-06 07:00:00,60,981.0,SC,165608.79744403902,432628,33.8,-78.7,-0.20222275840317905
AL092008,Ike,30000000000,505.48898378673465,44260000000,2008-09-13 09:00:00,95,953.0,TX,165608.79744403902,3583655,29.6927,-94.9182,-19.600151256180695
AL012010,Alex,10000000,0.4894009550305145,15000000,2010-07-01 02:00:00,95,946.0,TX,162837.88582090047,1254815,24.2,-97.7,-11.523814336002635
AL072010,Earl,18000000,2.9168979794701824,22000000,2010-09-03 08:30:00,85,956.6666666666666,NC,162837.88582090047,378962,35.166333333333334,-73.89691666666667,7.17680556845047
AL102010,Hermine,240000000,12.107366056410145,370000000,2010-09-07 00:00:00,60,991.0,TX,162837.88582090047,1217324,24.9,-97.2,-28.522852557228767
AL092011,Irene,13500000000,1924.5798392563543,17160000000,2011-08-27 12:30:00,75,951.8333333333334,NC,166732.56477132198,420705,34.767900000000004,-76.57986666666666,3.169339779431362
AL092012,Isaac,2800000000,183.18656925138953,3430000000,2012-08-29 07:00:00,70,966.0,LA,170672.1929930593,895574,29.15,-90.1,4.85466676029206
AL182012,Sandy,65000000000,1007.8182761975753,80090000000,2012-10-29 23:30:00,75,945.0,NY,170672.1929930593,3778926,39.4,-74.4,46.65859721040902
AL012014,Arthur,6000000,0.7537375784267999,7000000,2014-07-04 03:30:00,85,972.8333333333334,NC,183312.27484927242,434250,34.75425,-76.54608333333333,-49.80437976910787
AL092016,Hermine,550000000,69.75023390747648,610000000,2016-09-02 05:30:00,70,981.0,FL,187784.71925533534,419911,30.1,-84.1,16.244557777223015
AL142016,Matthew,10000000000,662.0680804415041,11260000000,2016-10-08 14:30:00,80,966.3333333333334,SC,187784.71925533534,804335,32.916666666666664,-79.56666666666666,6.181934043904019
AL092017,Harvey,125000000000,11835.082348073538,132690000000,2017-08-26 05:30:00,115,946.1666666666666,TX,194207.32099198853,543842,28.166666666666664,-97.06666666666666,11.46300069719476
AL112017,Irma,50000000000,2315.166600949391,52970000000,2017-09-10 20:00:00,100,936.6666666666666,FL,194207.32099198853,1112044,25.998166666666666,-81.6955,29.538066257359397
AL162017,Nate,225000000,19.746907170063157,230000000,2017-10-08 05:30:00,69,983.8333333333334,MS,194207.32099198853,586702,30.40125,-88.94993333333333,20.873388077034793
