ATCF_ID,name,basedamage,ATD,ND,lf_ISO_TIME,lf_wind,lf_pressure,lf_state,WPC,population,lf_lat,lf_lon,Tide_Level,travel_speed_before_landfall_m_s,travel_speed_after_landfall_m_s,travel_speed_at_landfall_m_s,STORM_SPEED,DIST2LAND,STORM_DIR,r34_ne_at_landfall,r34_se_at_landfall,r34_sw_at_landfall,r34_nw_at_landfall,r34_area_at_landfall,r34_mean_at_landfall,r50_ne_at_landfall,r50_se_at_landfall,r50_sw_at_landfall,r50_nw_at_landfall,r50_area_at_landfall,r50_mean_at_landfall,r64_ne_at_landfall,r64_se_at_landfall,r64_sw_at_landfall,r64_nw_at_landfall,r64_area_at_landfall,r64_mean_at_landfall
AL081959,Gracie,14000000,61.505881629143,710000000,1959-09-29 17:30:00,115,951.0,SC,9323.660588268503,244132,32.5,-80.5,-75.65974471947484,5.220930933576607,5.220930933576607,5.220930359663412,10,0,300, , , , ,,, , , , ,,, , , , ,,
AL011960,Not Named 1960,3600000,17.185833310683545,130000000,1960-06-24 05:30:00,50,1000.0,TX,9442.354503208682,221846,27.125,-97.475,-16.68664075636435,4.818193610675313,4.8177639031430495,4.818085917533802,10,0,340, , , , ,,, , , , ,,, , , , ,,
AL031960,Brenda,5000000,141.13002141115996,500000000,1960-07-29 06:00:00,45,1000.0,FL,9442.354503208682,37521,29.7,-83.5,-12.90229774375578,10.821158660935906,11.673233662336346,11.194184473664269,18,91,50, , , , ,,, , , , ,,, , , , ,,
AL051960,Donna,300000000,573.418095577644,73410000000,1960-09-10 10:30:00,125,936.0,FL,9442.354503208682,554076,25.14305,-81.1876,38.23262875390292,3.3600496525221866,3.8426286124335975,3.5992740490409663,7,11,325, , , , ,,, , , , ,,, , , , ,,
AL051960,Donna,56500000,295.66504911153027,3750000000,1960-09-12 04:30:00,90,958.5,NC,9442.354503208682,202380,34.725,-77.15,34.51944515605467,10.848689505077708,10.83269845341652,10.836675461445616,22,0,40, , , , ,,, , , , ,,, , , , ,,
AL051960,Donna,30000000,10.92463336597714,1100000000,1960-09-12 19:30:00,85,960.5,NY,9442.354503208682,2908266,41.0,-72.65,63.5559387601443,21.9027848451391,21.875316737898434,21.888984209697306,41,11,30, , , , ,,, , , , ,,, , , , ,,
AL061960,Ethel,1060000,5.701300208755565,45000000,1960-09-15 21:00:00,70,980.0,MS,9442.354503208682,196903,30.4,-89.0,-22.647824230899825,3.557940547219732,2.2371478267789784,2.8928133286023328,7,24,340, , , , ,,, , , , ,,, , , , ,,
AL031961,Carla,325000000,3727.772208135629,22270000000,1961-09-11 22:00:00,125,936.6666666666666,TX,9631.439736151784,90520,28.375,-96.65673333333334,17.31548190634433,4.335819159816243,5.0371123368016395,3.5723331911717833,7,0,325, , , , ,,, , , , ,,, , , , ,,
AL051961,Esther,6000000,2.855439490562482,380000000,1961-09-21 21:00:00,105,982.5,MA,9631.439736151784,2181660,40.9372,-70.4446,55.52915208361326,2.4422604276633226,3.746214771767095,2.734821171988746,6,77,75, , , , ,,, , , , ,,, , , , ,,
AL011962,Alma,1000000,6.230861111118689,58000000,1962-08-28 08:30:00,65,990.6666666666666,NC,9905.139610911623,162028,34.52641666666666,-76.09966666666666,7.854868104123367,10.316680695804434,5.338698778819963,8.82831137385564,18,50,35, , , , ,,, , , , ,,, , , , ,,
AL041962,Daisy,1100000,17.22391072043809,32000000,1962-10-08 01:00:00,65,975.0,ME,9905.139610911623,64476,43.605133333333335,-66.25663333333334,-69.76403409594164,6.353607986206271,6.919223569893621,6.725857902805733,11,39,50, , , , ,,, , , , ,,, , , , ,,
AL041963,Cindy,12560000,27.927103373341915,410000000,1963-09-17 14:00:00,65,996.7777777777778,TX,10152.139461172736,443002,29.558333333333334,-94.4052,-3.726735731182641,2.819517267138377,5.199594679211381,3.079024861364404,4,0,320, , , , ,,, , , , ,,, , , , ,,
AL031964,Abby,750000,6.439384487053286,46000000,1964-08-07 21:30:00,55,1000.0,TX,10656.655916051424,109294,28.716416666666667,-95.69991666666668,-3.005672577918307,5.146496495334937,4.461904778077886,3.615771717014366,8,0,270, , , , ,,, , , , ,,, , , , ,,
AL051964,Cleo,128500000,91.8853006460138,8750000000,1964-08-27 10:30:00,90,970.0,FL,10656.655916051424,1312309,26.1,-80.12135,-38.26668673895166,4.122307628978834,4.353938374257859,4.206554016430754,8,0,350, , , , ,,, , , , ,,, , , , ,,
AL061964,Dora,250000000,429.233094443948,22720000000,1964-09-10 05:00:00,97,965.6666666666666,FL,10656.655916051424,546545,29.883233333333333,-81.27586666666667,42.2981605884108,5.2051213562386245,0.8281424093775019,3.72319467708819,7,9,280, , , , ,,, , , , ,,, , , , ,,
AL101964,Hilda,125000000,593.5620762618488,3620000000,1964-10-04 00:30:00,97,959.0,LA,10656.655916051424,197616,29.6575,-91.57418333333332,-8.385660078883333,4.771143391666722,5.5080038416722745,4.105583748335462,8,0,5, , , , ,,, , , , ,,, , , , ,,
AL111964,Isbell,10000000,555.3566884612293,1120000000,1964-10-14 21:00:00,110,970.0,FL,10656.655916051424,16897,25.7274,-81.3521,-33.400193930650964,8.82287690360427,9.806230655362356,9.313387785087393,16,81,35, , , , ,,, , , , ,,, , , , ,,
AL031965,Betsy,139300000,156.807194393319,3500000000,1965-09-08 13:30:00,110,951.0,FL,11225.282613058082,791385,25.14255,-81.06739999999999,-5.6932422616524185,9.20933090119866,2.6257719984960493,5.699117555911115,9,15,275, , , , ,,, , , , ,,, , , , ,,
AL031965,Betsy,1280500000,1633.0845376383077,17750000000,1965-09-10 04:30:00,135,946.0,LA,11225.282613058082,698512,29.26775,-90.32465,-11.39376646942349,12.83062389183848,8.42554674211604,9.129736763208898,18,0,315, , , , ,,, , , , ,,, , , , ,,
AL051965,Debbie,25000000,83.79225172148017,700000000,1965-09-30 00:00:00,30,1004.0,MS,11225.282613058082,265790,30.0,-88.9,-10.189571901256626,22.319733212134366,42.78297914318442,2.241730673768964,3,0,335, , , , ,,, , , , ,,, , , , ,,
AL011966,Alma,10050000,67.1444979998047,1120000000,1966-06-09 20:00:00,80,979.6666666666666,FL,12049.400047813058,124220,29.9098,-84.4982,15.553579087548332,4.769618327413823,9.908135387671686,5.791513598539732,9,0,30, , , , ,,, , , , ,,, , , , ,,
AL091966,Inez,5000000,3.508365432556059,120000000,1966-10-04 17:30:00,75,984.1666666666666,FL,12049.400047813058,1182769,25.02625,-80.43208333333334,18.97036621580777,4.9283734558299415,4.137030229902004,4.782988286878584,9,15,255, , , , ,,, , , , ,,, , , , ,,
AL131967,Beulah,200000000,495.0416575698937,7010000000,1967-09-20 09:00:00,140,931.0,TX,12859.744807599416,314164,25.5299,-97.0078,4.833402385731379,5.8223306626349975,4.195518197280554,4.9632100638096945,9,77,335, , , , ,,, , , , ,,, , , , ,,
AL011968,Abby,450000,1.307016674675687,56000000,1968-06-04 11:30:00,57,992.0,FL,14010.31158932974,245744,26.80838333333333,-82.16681666666666,6.235605930812306,7.884847195518905,9.933639266505292,4.950486831207065,10,11,30, , , , ,,, , , , ,,, , , , ,,
AL031968,Candy,3000000,7.385689021620328,65000000,1968-06-23 23:00:00,60,999.3333333333334,TX,14010.31158932974,289923,27.97833333333333,-97.09753333333332,-12.381615424733596,10.97998676829878,10.289315041735277,10.421406568920938,20,9,345, , , , ,,, , , , ,,, , , , ,,
AL141968,Gladys,6700000,29.935832306205405,1170000000,1968-10-19 05:00:00,70,977.6666666666666,FL,14010.31158932974,159748,28.784766666666663,-82.62203333333333,26.19294869352723,3.3594142400757514,3.342640741924158,3.1193853844428197,6,9,55, , , , ,,, , , , ,,, , , , ,,
AL091969,Camille,1421000000,1375.3615533481156,28520000000,1969-08-18 04:00:00,150,900.0,LA,15151.231157761831,681913,30.3,-89.4,-26.170574722546267,6.714425208769804,6.7114401676853355,6.712430688535026,15,22,340, , , , ,,, , , , ,,, , , , ,,
AL041970,Celia,454000000,819.8729404657537,9050000000,1970-08-03 21:30:00,110,947.5,TX,16299.75279025205,339726,27.84975,-97.16883333333332,-8.123036871920114,4.855414682473485,7.556472872364406,7.082206646385349,15,9,295, , , , ,,, , , , ,,, , , , ,,
AL091971,Doria,147350000,308.37967024853816,3420000000,1971-08-27 18:30:00,55,989.1666666666666,NC,17675.692852878296,270326,34.94156666666667,-76.78444999999999,-70.71221655151089,8.76076439831821,8.161470422093364,8.261234694649795,19,0,10, , , , ,,, , , , ,,, , , , ,,
AL111971,Fern,30230000,128.822467660071,690000000,1971-09-10 17:00:00,60,979.0,TX,17675.692852878296,132761,28.3408,-96.42416666666666,-23.77500487343498,1.9204081362328849,2.4176751958484872,2.085519230820715,5,11,235, , , , ,,, , , , ,,, , , , ,,
AL131971,Edith,25000000,73.35330315647677,380000000,1971-09-16 13:00:00,85,978.0,LA,17675.692852878296,192816,29.66143333333333,-92.85443333333332,1.9345121316966072,8.2696449117381,8.023791565759868,8.101865646234323,17,29,55, , , , ,,, , , , ,,, , , , ,,
AL141971,Ginger,10000000,20.754700785452314,270000000,1971-09-30 23:00:00,62,989.6666666666666,NC,17675.692852878296,272588,34.676633333333335,-76.91673333333334,21.418254809009746,1.8983946429896308,2.2384107718101647,1.9842423882761626,4,0,285, , , , ,,, , , , ,,, , , , ,,
AL021972,Agnes,100000000,443.21613358247134,1950000000,1972-06-19 21:00:00,65,984.0,FL,19190.278386463666,117572,30.065,-85.43,-10.220796452235996,5.009286269072251,4.912752599084717,4.9521083216144275,10,22,10, , , , ,,, , , , ,,, , , , ,,
AL021972,Agnes,2000000000,62.85928046116666,24490000000,1972-06-22 19:30:00,57,980.0,NY,19190.278386463666,16579801,40.6092,-73.65305000000001,45.40846553886593,9.307434677472955,8.915189802745454,9.111300522111529,19,45,340, , , , ,,, , , , ,,, , , , ,,
AL111972,Carrie,1780000,14.995890766525465,39000000,1972-09-04 11:30:00,50,998.2291666666666,MA,19190.278386463666,61854,44.6383,-67.58361666666667,131.7897231476406,10.990326868599158,10.63972752972763,10.931856241466123,17,0,25, , , , ,,, , , , ,,, , , , ,,
AL101973,Delia,18000000,8.179003071131,480000000,1973-09-05 02:00:00,55,986.8888888888888,TX,21497.69509151218,1023718,29.0368,-95.23526666666667,0.0577574903956079,4.571653634742027,4.8621230750931295,4.624202551863245,8,0,265, , , , ,,, , , , ,,, , , , ,,
AL021974,Subtrop 1 1974,10000000,2.6130074665059264,180000000,1974-06-25 07:30:00,50,1000.0,FL,25253.158047293557,1515457,27.8189,-82.76315,14.330489951438455,10.321868002745568,10.222682325473924,10.263330160287202,27,51,50, , , , ,,, , , , ,,, , , , ,,
AL101974,Carmen,150000000,247.23799068540723,1530000000,1974-09-08 04:30:00,130,937.0,LA,25253.158047293557,240248,29.23615,-91.16015,11.080844823569985,4.016639551006573,4.1999994838337305,4.0951229577374555,8,9,330, , , , ,,, , , , ,,, , , , ,,
AL131975,Eloise,490000000,1038.0563867403328,8500000000,1975-09-23 12:30:00,110,957.1666666666666,FL,27066.26971816964,174400,30.42445,-86.2544,-12.232679798445988,14.036450457875075,13.521862241462342,13.607008922550078,25,22,15, , , , ,,, , , , ,,, , , , ,,
AL071976,Belle,100000000,2.1183575735988454,720000000,1976-08-10 05:00:00,70,982.0,NY,29224.70951826347,16152901,40.648266666666665,-73.30993333333333,-57.38928607685747,11.756299027572966,11.151659037199453,11.55281039989951,20,11,15, , , , ,,, , , , ,,, , , , ,,
AL061977,Babe,10000000,12.252458404195997,88000000,1977-09-05 10:00:00,65,996.3333333333334,LA,32291.21744617299,252751,29.25333333333333,-91.23693333333333,15.06865838575015,5.019046689800609,3.829880804211206,4.202622088467478,8,22,15, , , , ,,, , , , ,,, , , , ,,
AL041978,Amelia,20000000,13.02139555804733,280000000,1978-07-30 21:00:00,45,1005.0,TX,36098.17229561291,425488,26.0401,-97.1998,-19.232272119591297,3.9508658086504465,4.130669598194567,4.040451776581722,8,20,330, , , , ,,, , , , ,,, , , , ,,
AL041979,Bob,20000000,13.96063859826861,90000000,1979-07-11 12:30:00,65,986.5,LA,41044.2191678587,349038,29.25583333333333,-90.56418333333332,20.446242647419503,9.789015707192332,9.334052713633476,9.409819369124136,17,0,15, , , , ,,, , , , ,,, , , , ,,
AL061979,Claudette,400000000,271.4486148511164,2020000000,1979-07-24 19:00:00,45,999.3333333333334,TX,41044.2191678587,359021,29.736633333333334,-93.8951,13.493890549496744,4.209112207184355,4.05529067745768,4.105521521522777,8,11,355, , , , ,,, , , , ,,, , , , ,,
AL121979,Elena,10000000,14.858244553160928,110000000,1979-09-01 14:00:00,35,1008.0,TX,41044.2191678587,163976,28.666666666666668,-95.81513333333334,9.279095453519108,2.573711032396333,1.1053956123839457,2.0523924977937855,5,9,0, , , , ,,, , , , ,,, , , , ,,
AL091979,David,160000000,50.73822971039715,2270000000,1979-09-03 17:00:00,85,972.0,FL,41044.2191678587,768303,27.05503333333333,-80.10496666666667,-41.70351325085343,4.837116469831892,5.172896567072976,4.943974943075916,9,0,335, , , , ,,, , , , ,,, , , , ,,
AL091979,David,160000000,101.15849986169236,1570000000,1979-09-04 18:30:00,82,970.1666666666666,GA,41044.2191678587,385359,31.58708333333333,-81.19798333333334,-92.90456928944585,5.365332744032106,5.087324639577668,5.1334466272490475,12,11,355, , , , ,,, , , , ,,, , , , ,,
AL111979,Frederic,2300000000,888.0809227134671,17170000000,1979-09-13 04:00:00,115,951.6666666666666,AL,41044.2191678587,630991,30.4284,-88.3382,7.804402234332437,7.106970125142772,6.114045109128432,6.4103746430092805,12,22,340, , , , ,,, , , , ,,, , , , ,,
AL041980,Allen,300000000,131.3377548748547,3040000000,1980-08-10 07:00:00,105,947.3333333333334,TX,46045.68648287857,496070,26.192533333333333,-97.33743333333334,3.1271896651430624,4.762519389937803,4.843020964715056,4.8127524034619205,7,9,310, , , , ,,, , , , ,,, , , , ,,
AL101981,Dennis,25000000,5.893051407934654,210000000,1981-08-17 07:00:00,35,999.0,FL,50162.16827240793,845714,25.2975,-81.1975,62.277981628824826,3.001015306851708,3.115851292717581,3.077170164479245,5,0,5, , , , ,,, , , , ,,, , , , ,,
AL021982,Subtrop 1 1982,10000000,6.474162535696907,84000000,1982-06-18 12:30:00,50,998.3333333333334,FL,52397.3163148421,294786,28.93168333333333,-82.58435,-16.548115157326365,18.446277004101606,18.533208625394064,18.518583313150945,30,19,40, , , , ,,, , , , ,,, , , , ,,
AL051982,Chris,2000000,0.9681922186344664,3000000,1982-09-11 11:30:00,55,994.1666666666666,LA,52397.3163148421,394239,29.72833333333333,-93.82038333333333,15.647198994872944,4.133660678666061,4.547268101168284,4.202238170228886,10,0,15, , , , ,,, , , , ,,, , , , ,,
AL031983,Alicia,3000000000,284.4001793265315,22330000000,1983-08-18 07:30:00,100,962.25,TX,53870.34689949775,1958130,29.1734,-95.143425,-27.27207819252038,5.0930574534303155,5.437978053006579,5.3497158150378405,11,9,335, , , , ,,, , , , ,,, , , , ,,
AL101984,Diana,65000000,35.83726389948272,620000000,1984-09-13 08:00:00,80,981.0,NC,56479.01384975929,321138,33.9096,-78.0771,-64.60898163059396,2.002741795159385,3.171252278046581,2.5692468905217964,4,0,275, , , , ,,, , , , ,,, , , , ,,
AL151984,Isidore,1000000,0.0905623637215312,8000000,1984-09-27 14:00:00,50,1000.0,FL,56479.01384975929,1955083,26.7048,-80.01833333333333,62.94504249154191,5.579424204164205,6.417292516571228,5.827557786365405,11,0,325, , , , ,,, , , , ,,, , , , ,,
AL021985,Bob,20000000,6.266891753831851,190000000,1985-07-25 03:30:00,65,1003.1666666666666,SC,59121.78309979624,539797,32.31666666666667,-80.53333333333333,17.509283482418336,7.396187363064432,7.394988099302526,7.395186247408605,13,14,355, , , , ,,, , , , ,,, , , , ,,
AL041985,Danny,50000000,41.2473498404054,200000000,1985-08-15 16:30:00,80,987.0,LA,59121.78309979624,205034,29.6,-92.7,21.0396557116093,6.157957063673505,8.211043043045555,7.184500053359514,9,34,355, , , , ,,, , , , ,,, , , , ,,
AL051985,Elena,1250000000,530.1040629169112,5360000000,1985-09-02 13:00:00,102,959.0,MS,59121.78309979624,398842,30.4,-89.2,2.1026378185725,12.335709513789823,9.234175656848352,10.267982438338832,19,14,295, , , , ,,, , , , ,,, , , , ,,
AL091985,Gloria,100000000,116.92356520090084,660000000,1985-09-27 06:00:00,90,942.0,NC,59121.78309979624,144661,35.5,-75.5,41.04814001619405,19.168315717576107,15.963382071221769,16.421189107652786,29,45,15, , , , ,,, , , , ,,, , , , ,,
AL091985,Gloria,800000000,10.077914618911528,3260000000,1985-09-27 16:30:00,85,961.75,NY,59121.78309979624,13426777,40.925,-73.175,71.10620901042473,20.890367112374854,20.876421928715885,20.879847961584662,40,11,20, , , , ,,, , , , ,,, , , , ,,
AL121985,Juan,1500000000,836.3314421070627,6140000000,1985-10-29 11:00:00,67,974.0,LA,59121.78309979624,303365,29.5,-91.4,14.066469010637707,4.092575614667461,4.090017534358,4.091721050900509,7,0,355, , , , ,,, , , , ,,, , , , ,,
AL131985,Kate,300000000,317.2298061238523,1800000000,1985-11-21 22:30:00,85,967.0,FL,59121.78309979624,159956,30.0,-85.4,1.404145993385054,6.7562297494176855,6.747772472919717,6.751990168833795,13,28,35, , , , ,,, , , , ,,, , , , ,,
AL021986,Bonnie,2000000,0.5236338854788897,7000000,1986-06-26 10:00:00,75,990.0,TX,62517.50227477638,610943,29.6,-94.2,-5.4823744804619,6.721307542526868,4.810091436910605,5.436000509703767,11,33,325, , , , ,,, , , , ,,, , , , ,,
AL051986,Charley,15000000,7.79277459958692,79000000,1986-08-17 14:30:00,65,989.5,NC,62517.50227477638,307891,34.78205,-76.4671,65.27302533807186,5.3266347241720355,8.029377104949454,6.6667828851950794,10,0,15, , , , ,,, , , , ,,, , , , ,,
AL031987,Unnamed,7400000,0.835415685786429,27000000,1987-08-10 06:00:00,40,1009.0,TX,65776.24226352005,1346666,29.5,-94.5,-29.587632603551224,5.131477059423477,5.13186313108258,5.131670095253016,11,51,355, , , , ,,, , , , ,,, , , , ,,
AL131987,Floyd,500000,0.0302190975967745,1000000,1987-10-12 21:00:00,65,993.0,FL,65776.24226352005,2515472,25.1,-80.5,-7.297026383360935,10.214825348591908,5.96317754762814,8.086028054542014,18,60,65, , , , ,,, , , , ,,, , , , ,,
AL021988,Beryl,3000000,0.3416128811484946,3000000,1988-08-09 07:00:00,45,1001.0,LA,69377.42031575814,1265811,29.690966666666668,-89.64723333333333,-29.45339428478504,4.850490748824685,4.677347775745336,4.723888568946293,8,9,305, , , , ,,, , , , ,,, , , , ,,
AL031988,Chris,500000,0.1781675787680038,3000000,1988-08-28 15:30:00,45,1005.1666666666666,GA,69377.42031575814,404504,32.13333333333333,-80.93333333333334,63.78917821238005,8.397986059507854,8.396901344500803,8.397080159275335,20,0,355, , , , ,,, , , , ,,, , , , ,,
AL071988,Florence,2920000,0.3315624714384903,2000000,1988-09-10 02:30:00,70,984.0,LA,69377.42031575814,1269402,29.18415,-89.32634999999999,-10.251468873193426,5.373905599353847,8.16771585519394,6.724224247726831,11,0,355, , , , ,,, , , , ,,, , , , ,,
AL081988,Gilbert,50000000,11.491505926132222,290000000,1988-09-16 21:00:00,115,953.0,TX,69377.42031575814,627155,24.1105,-97.5983,-10.957932453293727,6.0358724845388805,6.324937790511144,6.103650682573978,12,0,300, , , , ,,, , , , ,,, , , , ,,
AL121988,Keith,3000000,0.2200620418646492,16000000,1988-11-23 07:00:00,55,995.0,FL,69377.42031575814,1964979,27.3,-82.6,-17.600361249138636,5.499451781771761,7.04147166333331,6.494695652449084,13,19,70, , , , ,,, , , , ,,, , , , ,,
AL021989,Allison,500000000,352.99691287835174,2710000000,1989-06-26 13:30:00,41,1001.75,TX,72732.60114719042,194747,28.742425,-95.7,11.59389837343522,2.6122293181979486,3.2341632900091404,3.078679797056359,5,11,0, , , , ,,, , , , ,,, , , , ,,
AL041989,Chantal,100000000,13.423354297145693,390000000,1989-08-01 12:30:00,70,985.0,TX,72732.60114719042,1024259,29.55,-94.35,24.64305011984745,4.090445172875568,4.089590365906146,4.090017534358,9,14,320, , , , ,,, , , , ,,, , , , ,,
AL111989,Hugo,7000000000,1780.8852549838095,27430000000,1989-09-22 04:30:00,120,938.5,SC,72732.60114719042,540422,32.974999999999994,-79.925,35.10508599754846,12.588875891217093,12.576141068116044,12.57930439214943,24,0,330, , , , ,,, , , , ,,, , , , ,,
AL141989,Jerry,70000000,4.461320414623858,320000000,1989-10-16 00:30:00,75,983.0,TX,72732.60114719042,2157275,29.2,-95.0,-6.650355359773375,6.157680207442102,6.157957195155747,6.157911030536843,11,14,345, , , , ,,, , , , ,,, , , , ,,
AL151990,Marco,57000000,3.044596646731496,290000000,1990-10-11 11:30:00,52,993.5,FL,75416.99809338045,2482423,27.43208333333333,-82.78081666666667,16.670832246807088,4.184167589442609,4.31171853438138,4.205115872877751,8,19,345, , , , ,,, , , , ,,, , , , ,,
AL031991,Bob,1500000000,47.287970558476985,4690000000,1991-08-19 19:00:00,92,966.0,RI,76399.63712381179,4151923,41.8154,-71.10756666666667,36.11523757523631,14.49457356543781,13.966836472114332,14.141216583567212,27,8,30, , , , ,,, , , , ,,, , , , ,,
AL041992,Andrew,24000000000,921.9216306257044,87220000000,1992-08-24 09:00:00,145,922.0,FL,78515.26922567944,3315607,25.4999,-80.28,9.667679840393752,6.702523961334473,6.70261941962321,6.702514772330139,17,0,275, , , , ,,, , , , ,,, , , , ,,
AL041992,Andrew,1000000000,432.6998293769772,3030000000,1992-08-26 06:30:00,122,955.2,LA,78515.26922567944,294347,29.28,-91.34,11.876603142553837,5.37906992817556,5.377512642247974,5.377823018901839,10,19,330, , , , ,,, , , , ,,, , , , ,,
AL021993,Arlene,22000000,8.846542192203213,60000000,1993-06-20 09:30:00,35,1001.1666666666666,TX,81394.02647897285,305532,27.116666666666667,-97.46666666666668,23.108483921014116,3.8131942494715982,3.8116216253601434,3.8118829557650504,6,9,290, , , , ,,, , , , ,,, , , , ,,
AL051993,Emily,35000000,26.107728273838067,130000000,1993-08-31 22:30:00,100,960.5,NC,81394.02647897285,164705,35.400000000000006,-75.0,36.769877558947925,4.440920283001698,4.439472422883997,4.440194373308988,11,70,15, , , , ,,, , , , ,,, , , , ,,
AL011994,Alberto,500000000,230.85712017393467,1710000000,1994-07-03 15:00:00,55,993.0,FL,85156.09876449488,254338,30.4,-86.5,6.251785532240473,5.433429290254803,3.555341475371018,4.475611287803026,11,55,15, , , , ,,, , , , ,,, , , , ,,
AL031994,Beryl,73000000,47.448701771156045,250000000,1994-08-16 01:30:00,50,999.5,FL,85156.09876449488,180669,30.1,-85.5,-8.980956629382193,2.720943852712506,2.7197884246850923,2.72036548990166,4,9,45, , , , ,,, , , , ,,, , , , ,,
AL121994,Gordon,400000000,84.63881615868168,2060000000,1994-11-16 12:30:00,45,995.5,FL,85156.09876449488,554977,26.45,-81.95,-24.646852110471,4.141258963370043,4.140474626736243,4.140866604405874,8,11,35, , , , ,,, , , , ,,, , , , ,,
AL011995,Allison,1700000,0.6826641633382402,7000000,1995-06-05 14:00:00,60,991.0,FL,88186.26494815963,282385,29.9,-84.4,13.716698602596844,6.129878574078752,8.16455852276914,6.808095632413629,14,0,35, , , , ,,, , , , ,,, , , , ,,
AL041995,Dean,500000,0.0248462447946572,2000000,1995-07-31 01:00:00,40,999.0,TX,88186.26494815963,2281961,29.1,-95.15,22.10159602873014,5.093753060393508,5.090658457767903,5.092203818962611,10,19,300, , , , ,,, , , , ,,, , , , ,,
AL051995,Erin,350000000,51.96162182232086,1190000000,1995-08-02 03:00:00,75,983.0,FL,88186.26494815963,763808,27.4132,-80.275,39.47278896628581,12.831280320370224,3.1568966577451607,7.616211426112844,19,99,295, , , , ,,, , , , ,,, , , , ,,
AL051995,Erin,350000000,96.4908394719565,1050000000,1995-08-03 16:30:00,85,976.0,FL,88186.26494815963,411321,30.375,-87.275,-7.734770354115461,6.1146327507123,6.110700158630422,6.111680793249569,12,0,315, , , , ,,, , , , ,,, , , , ,,
AL111995,Jerry,40600000,2.1590524934977253,150000000,1995-08-23 16:00:00,35,1006.6666666666666,FL,88186.26494815963,2132367,26.845,-80.04346666666666,-39.70908908409369,1.83274073072722,3.2175429529122654,2.7558387751734155,8,0,325, , , , ,,, , , , ,,, , , , ,,
AL171995,Opal,4700000000,1488.7779851387677,16510000000,1995-10-04 22:30:00,110,944.0,FL,88186.26494815963,357987,30.475,-87.02499999999999,-10.297818004716111,11.49786004923928,11.49340582273946,11.494512528965496,22,9,20, , , , ,,, , , , ,,, , , , ,,
AL021996,Bertha,270000000,84.77865655277452,1020000000,1996-07-12 19:30:00,90,974.0,NC,91225.52036601736,349109,34.125,-77.875,19.206198357981314,11.452385665545533,11.447663917485293,11.451196925265485,20,0,20, , , , ,,, , , , ,,, , , , ,,
AL061996,Fran,5000000000,1377.256666705745,18930000000,1996-09-06 00:30:00,100,954.0,NC,91225.52036601736,397959,33.9,-78.0,-45.43501535179902,12.324308797957,8.867144462709101,9.400189979374659,18,22,360, , , , ,,, , , , ,,, , , , ,,
AL101996,Josephine,130000000,51.85520190280522,610000000,1996-10-08 03:30:00,60,983.0,FL,91225.52036601736,274811,30.0,-83.9,22.511074999975555,12.368290581308779,20.35791949050933,19.02271851228231,15,19,35, , , , ,,, , , , ,,, , , , ,,
AL051997,Danny,100000000,14.046539122411874,270000000,1997-07-19 18:30:00,67,986.3333333333334,LA,94657.053466101,752104,30.391683333333333,-87.87498333333333,26.645970233340176,1.430474764855029,1.8712596724219352,1.7795735464793347,2,0,100, , , , ,,, , , , ,,, , , , ,,
AL031998,Charley,50000000,11.565132090253949,120000000,1998-08-22 10:30:00,60,1000.25,TX,98657.99517660437,438215,27.825,-97.175,2.306911453838642,4.384503765534571,4.3827449490980275,4.383183875343924,9,9,290, , , , ,,, , , , ,,, , , , ,,
AL021998,Bonnie,720000000,174.3350483312543,2410000000,1998-08-27 03:00:00,95,963.0,NC,98657.99517660437,418616,34.3201,-77.7383,49.53416691836655,3.303924732499709,2.6494026359967027,3.081277925639582,5,0,50, , , , ,,, , , , ,,, , , , ,,
AL051998,Earl,79000000,36.39989592497342,220000000,1998-09-03 06:00:00,75,987.0,FL,98657.99517660437,219986,30.1,-85.7,4.717802899721765,6.75621323122303,9.41277584632155,8.080176313322523,12,67,55, , , , ,,, , , , ,,, , , , ,,
AL061998,Frances,500000000,121.42309048098775,1090000000,1998-09-11 06:30:00,50,990.1666666666666,TX,98657.99517660437,417385,28.2279,-96.97845,8.274132442131709,4.610394742765128,5.0589961615229795,4.983333399526975,11,0,305, , , , ,,, , , , ,,, , , , ,,
AL071998,Georges,680000000,56.412303576897706,1200000000,1998-09-25 15:00:00,90,981.0,FL,98657.99517660437,1221808,24.4383,-81.7094,3.955805023249808,6.731672082636859,6.360328120367027,6.638631201516942,13,97,285, , , , ,,, , , , ,,, , , , ,,
AL071998,Georges,1630000000,312.5306321279992,3660000000,1998-09-28 11:30:00,90,964.0,MS,98657.99517660437,528643,30.4,-88.9,14.472494106490114,2.685373365501639,0.0,2.2378111379180328,1,0,0, , , , ,,, , , , ,,, , , , ,,
AL131998,Mitch,40000000,7.089949194971631,150000000,1998-11-05 11:00:00,55,989.0,FL,98657.99517660437,571853,26.2,-81.9,-63.942913857349645,11.516337800830573,20.69011826864911,14.563097571937991,32,0,65, , , , ,,, , , , ,,, , , , ,,
AL031999,Bret,60000000,75.78767389493638,120000000,1999-08-23 02:00:00,100,955.0,TX,103696.37129109864,76346,26.933266666666665,-97.5768,-21.25356068128586,2.492202164330643,3.5500821488064447,2.7595142375930473,5,0,285, , , , ,,, , , , ,,, , , , ,,
