ATCF_ID,name,basedamage,ATD,ND,lf_ISO_TIME,lf_wind,lf_pressure,lf_state,WPC,population,lf_lat,lf_lon,Tide_Level,travel_speed_before_landfall_m_s,travel_speed_after_landfall_m_s,travel_speed_at_landfall_m_s,STORM_SPEED,DIST2LAND,STORM_DIR,r34_ne_at_landfall,r34_se_at_landfall,r34_sw_at_landfall,r34_nw_at_landfall,r34_area_at_landfall,r34_mean_at_landfall,r50_ne_at_landfall,r50_se_at_landfall,r50_sw_at_landfall,r50_nw_at_landfall,r50_area_at_landfall,r50_mean_at_landfall,r64_ne_at_landfall,r64_se_at_landfall,r64_sw_at_landfall,r64_nw_at_landfall,r64_area_at_landfall,r64_mean_at_landfall
AL051999,Dennis,157000000,45.3303088354204,390000000,1999-09-04 21:00:00,60,984.0,NC,103696.37129109864,334001,34.8,-76.5,-53.15212829102961,5.244897263446409,3.2659537765875157,4.253830403254243,9,50,310, , , , ,,, , , , ,,, , , , ,,
AL081999,Floyd,6500000000,1417.579753553848,16030000000,1999-09-16 08:00:00,90,958.4,NC,103696.37129109864,442183,34.23896,-77.78886,-21.716469253894655,9.713116710901883,9.38002812864252,9.551607358782096,23,0,25, , , , ,,, , , , ,,, , , , ,,
AL101999,Harvey,15000000,3.103050227674102,37000000,1999-09-21 17:30:00,50,999.0,FL,103696.37129109864,466164,25.9,-81.6,22.318440765549223,5.5667957835781925,5.566795783577403,5.5667953791514995,11,0,90, , , , ,,, , , , ,,, , , , ,,
AL131999,Irene,800000000,55.68655463903319,1940000000,1999-10-15 20:00:00,70,987.0,FL,103696.37129109864,1385403,25.3,-81.1,12.978096341649971,4.160097191787719,6.759331033298759,4.965728661099902,14,0,30, , , , ,,, , , , ,,, , , , ,,
AL112000,Gordon,10800000,5.286213254216268,29000000,2000-09-18 03:30:00,60,992.5,FL,109409.76919099996,186734,29.383333333333333,-83.16666666666667,-34.74702564104143,5.437575708273077,5.436299783059047,5.436511426026157,10,9,20, , , , ,,, , , , ,,, , , , ,,
AL122000,Helene,16000000,2.137043672607792,38000000,2000-09-22 11:30:00,42,1005.5,FL,109409.76919099996,684306,30.416616666666663,-86.66491666666667,20.285746120477157,6.259715650714241,6.194372599263713,6.24868313644808,13,0,35, , , , ,,, , , , ,,, , , , ,,
AL012001,Allison,8500000000,420.63998203764567,21700000000,2001-06-05 21:30:00,50,1003.0,TX,114326.58427557196,1767507,28.966666666666665,-95.3,-5.916030403598503,4.1049876128750915,4.105109978273388,4.105089584040347,8,9,0,175,175,0,30,96756.9303902078,95.0, , , , ,,, , , , ,,
AL032001,Barry,30000000,6.0888213632936,67000000,2001-08-06 05:00:00,60,990.0,FL,114326.58427557196,430964,30.4,-86.3,-11.651356874534788,6.302194529336226,6.711443480337034,6.411199943384299,13,0,340,40,100,50,35,32769.246111248074,56.25, , , , ,,, , , , ,,
AL082001,Gabrielle,230000000,10.27651266732992,570000000,2001-09-14 12:30:00,60,983.8333333333334,FL,114326.58427557196,1957649,27.183733333333336,-82.52578333333332,37.07602761579791,6.578366742115312,6.251854892104501,6.304518320420266,15,14,35, , , , ,,, , , , ,,, , , , ,,
AL062002,Fay,4500000,2.4775846415552,8000000,2002-09-07 09:30:00,50,999.5,TX,118803.97978850856,152881,28.6,-96.4,-14.824244632960664,8.213790367443677,8.203733052414213,8.205400352534111,15,9,310,60, , ,32,12471.192923326016,, , , , ,,, , , , ,,
AL082002,Gustav,100000,0.0402856231193606,0,2002-09-10 21:00:00,55,984.0,NC,118803.97978850856,208939,35.2492,-75.1752,-53.2066289060018,3.186329010959911,4.756499667400928,3.9107839730755782,9,72,15,150,175,100,75,168566.08081917735,125.0, , , , ,,, , , , ,,
AL092002,Hanna,20000000,2.206809025767412,38000000,2002-09-14 14:30:00,50,1002.1666666666666,MS,118803.97978850856,762841,30.33333333333333,-88.46666666666667,-2.779809858325821,5.439184393271952,5.434551058682495,5.438409261326772,11,0,40,62,62, , ,20734.976469405367,, , , , ,,, , , , ,,
AL102002,Isidore,330000000,28.34789196417988,630000000,2002-09-26 07:00:00,55,984.0,LA,118803.97978850856,979856,29.23503333333333,-90.23586666666668,15.682625148788125,4.504223228875464,4.471659504531919,4.482167346832213,12,9,10,250,300,225,250,704606.2178241613,256.25, , , , ,,, , , , ,,
AL132002,Lili,860000000,178.9711685212513,1610000000,2002-10-03 13:30:00,92,964.25,LA,118803.97978850856,404468,29.61585,-92.235625,10.76866087838264,7.387445663433891,7.969456493879741,7.814143181198638,16,9,345,154,146,92,125,179802.02150226044,129.25, , , , ,,, , , , ,,
AL122002,Kyle,5000000,0.6469136698322334,11000000,2002-10-11 15:30:00,35,1009.5,SC,118803.97978850856,650568,32.6523,-79.87672500000001,83.89129204394422,11.375250459117966,9.67798372719665,10.082926710068461,19,11,40,40,20,0,0,2157.64583448547,15.0, , , , ,,, , , , ,,
AL032003,Bill,50000000,15.844871797032203,95000000,2003-06-30 18:30:00,50,997.0,LA,124030.54097018168,254421,29.200000000000003,-91.0,20.765435239792687,6.157680207442102,6.15777227186311,6.157726239652614,11,9,15,125,125,50,50,82597.37960139688,87.5, , , , ,,, , , , ,,
AL042003,Claudette,180000000,95.57297349808388,330000000,2003-07-15 16:30:00,80,981.0,TX,124030.54097018168,151848,28.42,-96.48,-4.919676737734551,8.472562807826911,8.462924563530185,8.466767615288662,16,22,295,120,120,40,73,83285.12921113914,88.25, , , , ,,, , , , ,,
AL132003,Isabel,5500000000,1804.2014917958716,11010000000,2003-09-18 17:30:00,90,957.5,NC,124030.54097018168,245781,35.0,-76.30000000000001,-35.913067733783535,7.98363821210979,7.9797963477850145,7.981714706307032,17,9,325,300,208,192,208,552012.1102947626,227.0, , , , ,,, , , , ,,
AL012004,Alex,4000000,0.8973547954266875,7000000,2004-08-03 14:00:00,85,973.3333333333334,NC,134968.0490482914,330267,34.59133333333333,-76.0248,47.49891424943299,7.701496166998061,8.607062242935658,8.000802090641372,15,46,40,83,90,63,45,53158.99924713576,70.25,45,50,30,25,15170.947273725962,37.5,25,25,20,8,4005.1300802636542,19.5
AL032004,Charley,16000000000,1156.8149618402863,36990000000,2004-08-13 21:00:00,130,944.0,FL,134968.0490482914,1024767,26.9815,-82.0701,-20.968068823431683,10.562273550778208,12.255141066142336,12.124350639246195,19,0,15,40,75,59,45,32041.040642109234,54.75,30,40,35,25,11395.067063376388,32.5,20,20,15,10,2831.9101577621796,16.25
AL032004,Charley,90000000,9.965209311360642,190000000,2004-08-14 14:00:00,70,992.0,SC,134968.0490482914,669153,33.0,-79.4,-3.5291183105153365,11.46856394648306,14.568244859260496,12.43519101833563,30,9,35,75,88,35,35,36491.18517573551,58.25,50,63,8,8,11106.481933013956,32.25, , , , ,,0.0
AL072004,Gaston,130000000,15.44595429389354,240000000,2004-08-29 14:00:00,65,985.0,SC,134968.0490482914,623588,33.0,-79.6,35.85326983424038,3.34346806604243,3.0807040873278235,3.200004823811122,8,0,0,25,55,15,15,7551.760420699145,27.5, , , , ,,0.0, , , , ,,0.0
AL062004,Frances,9800000000,528.4414141792478,19990000000,2004-09-05 04:30:00,95,960.0,FL,134968.0490482914,1374036,27.2,-80.2,27.57289921131487,3.6695808475252907,0.0,1.8347904237626453,10,19,285,175,160,125,160,258917.5001382564,155.0,125,100,83,120,123417.3417325689,107.0,75,60,45,68,41426.800022121024,62.0
AL092004,Ivan,20500000000,1688.600197383426,36910000000,2004-09-16 07:30:00,107,948.0,AL,134968.0490482914,899489,30.3604,-87.87405000000001,-7.397988478002802,7.481635104733064,7.095070146469585,7.212309863264675,15,9,5,208,250,125,97,311647.6672757882,170.0,117,125,93,70,110444.496152725,101.25,84,84,69,47,54057.11932574034,71.0
AL112004,Jeanne,7500000000,460.9989024989244,16800000000,2004-09-26 04:30:00,105,950.75,FL,134968.0490482914,1205398,27.225,-80.3,-45.76611377546158,5.714877132098558,5.712510531466057,5.7131006050497355,11,0,285,180,133,125,150,232796.50025451666,147.0,100,80,63,80,70339.25420422632,80.75,60,53,43,53,29446.47152614045,52.25
AL032005,Cindy,320000000,21.51685745886517,420000000,2005-07-06 03:00:00,65,991.0,LA,146633.53525252297,1014233,29.2,-90.1,-30.2276008808982,7.407424421225044,4.2024943907017835,5.804264889578765,12,67,15,90,90,40,60,52592.61721558333,70.0,30,30,20,25,7416.907556043804,26.25,20,20,0,0,1078.822917242735,10.0
AL042005,Dennis,2500000000,256.6699762101154,3930000000,2005-07-10 20:00:00,110,948.6666666666666,FL,146633.53525252297,664250,30.542266666666663,-87.16676666666666,9.754990413558742,9.458390480790692,8.693379866601335,8.947256057705275,20,0,340,98,146,75,71,101250.22784052377,97.5, , , , ,,0.0, , , , ,,0.0
AL122005,Katrina,125000000000,7620.822042764069,148240000000,2005-08-29 11:30:00,116,922.0,LA,146633.53525252297,1118600,29.384533333333334,-89.6027,-4.0676565631598445,7.811220092894967,7.111868600292866,7.3894929201969894,14,0,0,200,200,150,107,289798.80614432966,164.25,120,120,75,78,104133.382086855,98.25,90,90,60,61,61088.347688869864,75.25
AL162005,Ophelia,70000000,13.278477857159846,130000000,2005-09-15 05:30:00,72,981.6666666666666,NC,146633.53525252297,359515,34.47625,-76.34875,-20.693459612111607,2.732468962321033,2.8863343654160407,2.751532407137952,5,28,60,120,120,100,50,100869.94276219573,97.5,75,75,60,35,40051.300802636535,61.25,35,35,30,25,10518.523443116665,31.25
AL182005,Rita,18500000000,2696.7778599992043,23110000000,2005-09-24 08:30:00,100,939.1666666666666,LA,146633.53525252297,467836,29.85333333333333,-93.78316666666666,13.182892790708731,6.26782319399743,3.0125560626045,5.038778240322822,12,0,335,120,160,120,85,158586.96883468205,121.25,83,73,63,68,55521.62143589735,71.75,53,45,35,45,21360.69376140615,44.5
AL252005,Wilma,19000000000,1825.2838157018195,33410000000,2005-10-24 10:30:00,110,950.0,FL,146633.53525252297,709888,25.9,-81.7,24.209482232532935,12.733774328392697,14.358748759948996,13.540875464693748,21,68,55,200,213,188,150,379864.3373903394,187.75,125,138,100,90,138359.03913638074,113.25,75,85,75,45,52592.61721558333,70.0
AL062006,Ernesto,500000000,11.479840117771085,740000000,2006-08-30 05:00:00,40,1003.0,FL,156640.49689108404,2780546,25.2,-80.7,16.570870654609585,4.8236614375426905,4.15934384368319,4.5079636409764445,8,0,330,90,60,25,25,26363.735040119336,50.0, , , , ,,0.0, , , , ,,0.0
AL092007,Humberto,50000000,2.483161664125588,63000000,2007-09-13 06:30:00,80,985.0,TX,162006.7882901995,1242887,29.55,-94.35,-2.966774940148388,4.090445172875962,4.089590365905167,4.090017534358,8,11,35,50,50,25,25,15170.947273725962,37.5,30,30,0,0,2427.3515637961536,15.0,15,0,0,0,0.0,3.75
AL042008,Dolly,1300000000,86.72816811801741,1940000000,2008-07-23 20:30:00,75,968.0,TX,165608.79744403902,905107,26.4067,-97.4551,-4.126393195521351,3.0818900755776317,2.52272731575553,2.7715617338180256,6,0,275,120,120,45,45,73427.38480483365,82.5,40,40,30,30,13215.580736223505,35.0,30,20,20,20,5394.1145862136755,22.5
AL062008,Fay,560000000,50.63512933989559,830000000,2008-08-19 09:00:00,55,990.0,FL,165608.79744403902,667810,25.9388,-81.5831,43.15730266948129,5.133292287101848,5.025604420297276,5.033701882492032,10,0,25,105,90,30,30,43692.328148330766,63.75,46,46,8,0,6699.490316077384,25.0, , , , ,,0.0
AL072008,Gustav,6000000000,1323.9745584413006,7900000000,2008-09-01 15:00:00,95,954.0,LA,165608.79744403902,273645,29.2,-90.7,5.227850023552344,5.46579649515482,8.79883766471255,7.128218699797298,12,34,315,200,200,140,150,320949.81787971366,172.5,130,100,60,90,97363.76828115684,95.0,70,50,40,40,26700.86720175769,50.0
AL082008,Hanna,160000000,22.33172262063664,270000000,2008-09-06 07:00:00,60,981.0,SC,165608.79744403902,432628,33.8,-78.7,-0.202222758403179,12.590704667257961,12.588202110828206,12.589024681046086,22,28,15,175,175,75,0,117996.25657342414,106.25,60,60,20,0,12945.87500691282,35.0, , , , ,,0.0
AL092008,Ike,30000000000,505.48898378673465,44260000000,2008-09-13 09:00:00,95,953.0,TX,165608.79744403902,3583655,29.6927,-94.9182,-19.60015125618069,6.722016113219981,6.722628694184249,6.71834493883697,13,14,335,225,200,125,125,306790.2670909027,168.75,150,160,80,75,145775.94669242456,116.25,110,90,55,45,60076.9512039548,75.0
AL012010,Alex,10000000,0.4894009550305145,15000000,2010-07-01 02:00:00,95,946.0,TX,162837.88582090047,1254815,24.2,-97.7,-11.523814336002635,5.847869406849024,5.644105328944802,5.734352650288003,10,0,260,180,180,120,113,237071.33606409104,148.25,86,86,53,45,49110.716250182406,67.5,43,28,14,14,6456.755159697769,24.75
AL072010,Earl,18000000,2.9168979794701824,22000000,2010-09-03 08:30:00,85,956.6666666666666,NC,162837.88582090047,378962,35.166333333333334,-73.89691666666667,7.17680556845047,8.7721258375683,9.58632881292248,8.88758280569295,17,163,20,180,180,150,150,293709.5392193346,165.0,100,100,80,80,87384.65629666155,90.0,60,60,50,40,29667.630224175216,52.5
AL102010,Hermine,240000000,12.107366056410145,370000000,2010-09-07 00:00:00,60,991.0,TX,162837.88582090047,1217324,24.9,-97.2,-28.522852557228767,5.848535214107388,6.761945461464666,6.209468228238273,13,0,335,90,60,20,30,26700.86720175769,50.0,20,20,0,0,1078.822917242735,10.0, , , , ,,0.0
AL092011,Irene,13500000000,1924.5798392563545,17160000000,2011-08-27 12:30:00,75,951.8333333333334,NC,166732.56477132198,420705,34.767900000000004,-76.57986666666666,3.169339779431362,4.308293564153973,4.173174107268792,4.195090254131337,10,0,10,225,225,150,125,353988.76972027245,181.25,125,125,90,60,107275.45383332446,100.0,80,80,40,35,37219.39064487436,58.75
AL092012,Isaac,2800000000,183.18656925138956,3430000000,2012-08-29 07:00:00,70,966.0,LA,170672.1929930593,895574,29.15,-90.1,4.85466676029206,3.110952174542637,3.1098206629409852,3.110385980563947,6,9,295,180,150,150,130,249208.0938830718,152.5,90,80,60,40,48547.03127592307,67.5,50,50,0,0,6742.643232767094,25.0
AL182012,Sandy,65000000000,1007.8182761975752,80090000000,2012-10-29 23:30:00,75,945.0,NY,170672.1929930593,3778926,39.4,-74.4,46.65859721040902,8.340142032451203,7.804566665105869,8.233620820907406,14,0,300,460,370,400,490,1994743.5739818169,430.0,150,150,80,50,124064.63548291453,107.5,65,0,0,0,0.0,16.25
AL012014,Arthur,6000000,0.7537375784267999,7000000,2014-07-04 03:30:00,85,972.8333333333334,NC,183312.2748492724,434250,34.75425,-76.54608333333333,-49.80437976910787,8.649954378054998,8.713019229219709,8.70728527598282,17,0,40,110,130,80,60,97363.76828115684,95.0,50,80,50,30,29667.630224175216,52.5,30,35,30,20,8900.289067252563,28.75
AL092016,Hermine,550000000,69.75023390747648,610000000,2016-09-02 05:30:00,70,981.0,FL,187784.7192553353,419911,30.1,-84.1,16.244557777223015,9.633877691233604,13.428850417539609,10.263726540597753,14,0,30,130,150,60,40,97363.76828115684,95.0,40,110,30,20,24543.22136727222,50.0,20,30,0,0,1618.2343758641025,12.5
AL142016,Matthew,10000000000,662.0680804415041,11260000000,2016-10-08 14:30:00,80,966.3333333333334,SC,187784.7192553353,804335,32.916666666666664,-79.56666666666666,6.181934043904019,6.1982993357423055,6.193040638750473,6.19741845721463,13,0,35,190,160,90,140,226552.81262097435,145.0,70,70,60,30,35061.74481038888,57.5,30,25,20,0,3371.321616383547,18.75
AL092017,Harvey,125000000000,11835.082348073538,132690000000,2017-08-26 05:30:00,115,946.1666666666666,TX,194207.32099198853,543842,28.166666666666664,-97.06666666666666,11.46300069719476,2.7430790267171843,2.7419819243814705,2.7428958591179713,5,0,330,120,100,70,70,87114.95056735085,90.0,50,50,30,40,19418.81251036923,42.5,30,25,20,25,6742.643232767094,25.0
AL112017,Irma,50000000000,2315.166600949391,52970000000,2017-09-10 20:00:00,100,936.6666666666666,FL,194207.32099198853,1112044,25.998166666666663,-81.6955,29.5380662573594,6.047192895313007,6.212652030616366,6.154931147536036,12,0,0,330,190,140,220,519722.9403816876,220.0,130,130,80,110,135931.6875725846,112.5,70,60,30,50,29667.630224175216,52.5
AL162017,Nate,225000000,19.74690717006316,230000000,2017-10-08 05:30:00,69,983.8333333333334,MS,194207.32099198853,586702,30.40125,-88.94993333333333,20.873388077034797,8.022033658919247,6.6399358835201285,6.111686861504218,13,0,25,90,100,40,70,59604.9661776611,75.0,40,50,0,0,5394.114586213675,22.5,25,30,0,0,2022.7929698301282,13.75
