,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.834,1.166,3.455,8.023,0.016,0.013,5064.0,4892.0,1.0
economic_coef,-0.493,0.108,-0.707,-0.294,0.002,0.001,4997.0,5630.0,1.0
pressure_coef,2.58,0.456,1.698,3.473,0.006,0.005,5206.0,5835.0,1.0
wind_coef,-0.485,0.978,-2.404,1.406,0.014,0.011,4705.0,5400.0,1.0
trend_coef,0.028,0.011,0.005,0.049,0.0,0.0,5349.0,5416.0,1.0
temp_anomaly_coef,0.894,0.881,-0.799,2.652,0.011,0.01,6286.0,6075.0,1.0
sigma,1.837,0.086,1.666,1.999,0.001,0.001,7926.0,6496.0,1.0
