,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.213,0.956,3.267,7.034,0.015,0.01,4278.0,5682.0,1.0
economic_coef,-0.487,0.107,-0.699,-0.28,0.002,0.001,3734.0,5204.0,1.0
pressure_coef,2.36,0.188,1.984,2.726,0.002,0.002,7481.0,6994.0,1.0
tides_coef,-0.031,0.343,-0.71,0.639,0.004,0.004,7819.0,6609.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,4145.0,5483.0,1.0
sigma,1.84,0.085,1.681,2.016,0.001,0.001,7408.0,6192.0,1.0
