,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.757,0.107,5.543,5.962,0.001,0.001,6830.0,5956.0,1.0
sigma,1.246,0.077,1.097,1.398,0.001,0.001,7089.0,5997.0,1.0
