,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.217,1.028,3.158,7.158,0.018,0.011,3410.0,4542.0,1.0
economic_coef,0.54,0.108,0.32,0.744,0.002,0.001,3135.0,4454.0,1.0
pressure_coef,2.392,0.186,2.039,2.77,0.002,0.002,7226.0,6653.0,1.0
trend_coef,0.033,0.009,0.014,0.051,0.0,0.0,3574.0,5161.0,1.0
temp_anomaly_global_coef,0.789,0.87,-0.917,2.475,0.01,0.009,7503.0,5978.0,1.0
sigma,1.835,0.085,1.671,2.003,0.001,0.001,7721.0,5856.0,1.0
