,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.241,0.679,7.948,10.593,0.011,0.008,4071.0,4390.0,1.0
pressure_coef,2.496,0.478,1.577,3.459,0.007,0.005,4274.0,5136.0,1.0
wind_coef,-0.159,1.014,-2.154,1.821,0.016,0.011,3793.0,4567.0,1.0
trend_coef,0.075,0.004,0.066,0.083,0.0,0.0,5361.0,5335.0,1.0
sigma,1.93,0.09,1.762,2.109,0.001,0.001,5467.0,5725.0,1.0
