,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,7.841,0.82,6.183,9.393,0.012,0.01,4313.0,4630.0,1.0
economic_coef,0.715,0.06,0.595,0.831,0.001,0.001,4261.0,4826.0,1.0
water_level_coef,0.001,0.005,-0.008,0.009,0.0,0.0,7010.0,5120.0,1.0
sigma,2.391,0.11,2.19,2.62,0.001,0.001,6646.0,5575.0,1.0
