,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.235,1.184,6.957,11.579,0.02,0.014,3367.0,5046.0,1.0
economic_coef,0.51,0.139,0.245,0.783,0.003,0.002,3072.0,4369.0,1.0
trend_coef,0.019,0.012,-0.004,0.043,0.0,0.0,3681.0,5209.0,1.0
water_level_coef,0.0,0.004,-0.008,0.009,0.0,0.0,6341.0,5611.0,1.0
sigma,2.388,0.11,2.19,2.616,0.001,0.001,5864.0,5589.0,1.0
