,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.426,1.255,-1.03,3.889,0.019,0.015,4545.0,4856.0,1.0
economic_coef,-0.103,0.048,-0.194,-0.005,0.001,0.001,4974.0,5444.0,1.0
modelled_wind_coef,5.075,0.417,4.278,5.891,0.005,0.004,6345.0,5617.0,1.0
wind_coef_residual,-0.057,0.981,-1.972,1.836,0.011,0.01,8188.0,6287.0,1.0
sigma,1.887,0.09,1.712,2.059,0.001,0.001,7378.0,5435.0,1.0
