,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,2.628,0.839,0.977,4.269,0.012,0.009,4733.0,5305.0,1.0
economic_coef,0.89,0.049,0.798,0.989,0.001,0.001,5300.0,5931.0,1.0
pressure_coef,2.317,0.197,1.946,2.719,0.002,0.002,6338.0,6839.0,1.0
season_sin_coef,0.04,0.481,-0.918,0.971,0.007,0.005,5271.0,5923.0,1.0
season_cos_coef,0.101,0.409,-0.692,0.919,0.005,0.004,5686.0,6435.0,1.0
sigma,1.881,0.086,1.714,2.048,0.001,0.001,6703.0,6034.0,1.0
