,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,3.198,1.078,1.118,5.34,0.018,0.012,3702.0,4779.0,1.0
economic_coef,0.523,0.111,0.307,0.743,0.002,0.001,3298.0,4146.0,1.0
modelled_wind_coef,5.091,0.429,4.255,5.935,0.005,0.005,6599.0,5524.0,1.0
wind_coef_residual,0.05,0.957,-1.866,1.901,0.01,0.01,8660.0,6412.0,1.0
trend_coef,0.033,0.01,0.015,0.052,0.0,0.0,3668.0,4841.0,1.0
sigma,1.852,0.084,1.697,2.026,0.001,0.001,7171.0,6155.0,1.0
