,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,15.709,1.061,13.629,17.817,0.017,0.012,4069.0,5317.0,1.0
economic_coef,0.295,0.113,0.066,0.51,0.002,0.001,3496.0,4790.0,1.0
pressure_coef,2.463,0.193,2.074,2.82,0.002,0.002,6645.0,5887.0,1.0
trend_coef,-0.031,0.012,-0.054,-0.008,0.0,0.0,4748.0,5731.0,1.0
temp_anomaly_coef,0.736,0.905,-1.023,2.499,0.012,0.01,5774.0,5991.0,1.0
sigma,1.902,0.089,1.736,2.078,0.001,0.001,7386.0,6503.0,1.0
