,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,16.247,0.865,14.506,17.876,0.013,0.01,4268.0,4363.0,1.0
economic_coef,0.065,0.051,-0.038,0.164,0.001,0.001,4454.0,4750.0,1.0
pressure_coef,2.825,0.423,2.015,3.647,0.007,0.005,4211.0,5135.0,1.0
wind_power_law_coef,-0.501,0.854,-2.205,1.131,0.013,0.009,4306.0,4913.0,1.0
sigma,1.932,0.089,1.763,2.108,0.001,0.001,6050.0,4979.0,1.0
