,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.451,1.097,3.314,7.587,0.018,0.012,3751.0,4834.0,1.0
economic_coef,-0.489,0.109,-0.705,-0.279,0.002,0.001,3299.0,3839.0,1.0
pressure_coef,2.537,0.448,1.66,3.399,0.007,0.005,4340.0,4729.0,1.0
wind_coef,-0.42,0.959,-2.309,1.452,0.015,0.011,4194.0,4367.0,1.0
trend_coef,0.034,0.009,0.015,0.052,0.0,0.0,3611.0,4867.0,1.0
sigma,1.839,0.086,1.664,2.0,0.001,0.001,5956.0,5279.0,1.0
