,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,8.152,0.936,6.245,9.964,0.015,0.01,4060.0,4810.0,1.0
economic_coef,0.517,0.108,0.306,0.733,0.002,0.001,3754.0,4557.0,1.0
trend_coef,0.034,0.009,0.015,0.051,0.0,0.0,4441.0,5610.0,1.0
pc1_coef,1.1,0.092,0.925,1.286,0.001,0.001,7256.0,6003.0,1.0
pc2_coef,-1.251,0.427,-2.101,-0.423,0.005,0.004,7753.0,6754.0,1.0
sigma,1.839,0.085,1.678,2.007,0.001,0.001,7521.0,6494.0,1.0
