,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,12.735,2.669,7.622,18.128,0.041,0.031,4331.0,4791.0,1.0
pressure_coef,-4.655,2.493,-9.618,0.307,0.037,0.027,4636.0,4913.0,1.0
wind_coef,4.218,0.464,3.294,5.125,0.006,0.005,5569.0,5320.0,1.0
trend_coef,0.074,0.005,0.064,0.082,0.0,0.0,6708.0,5757.0,1.0
sigma,2.028,0.09,1.854,2.214,0.001,0.001,7102.0,5997.0,1.0
