,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,16.985,2.666,11.886,22.382,0.045,0.034,3487.0,3937.0,1.0
pressure_coef,-1.748,2.499,-6.761,3.04,0.041,0.031,3718.0,4204.0,1.0
wind_coef,2.173,0.625,0.944,3.36,0.009,0.007,4595.0,5092.0,1.0
sigma,2.937,0.136,2.67,3.202,0.002,0.002,5360.0,4619.0,1.0
