,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.945,0.977,3.096,6.899,0.015,0.01,4383.0,5315.0,1.0
economic_coef,0.547,0.108,0.337,0.761,0.002,0.001,3864.0,4579.0,1.0
pressure_coef,2.353,0.191,1.975,2.722,0.002,0.002,6387.0,5975.0,1.0
trend_coef,0.031,0.009,0.012,0.049,0.0,0.0,4269.0,5418.0,1.0
coef_mdr_icoads,0.076,0.167,-0.26,0.397,0.002,0.002,6676.0,6203.0,1.0
sigma,1.837,0.085,1.676,2.005,0.001,0.001,6472.0,6408.0,1.0
