,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.477,1.097,3.272,7.621,0.019,0.012,3465.0,4577.0,1.0
economic_coef,0.509,0.11,0.296,0.721,0.002,0.001,3250.0,4596.0,1.0
wind_coef,-0.441,0.96,-2.187,1.559,0.016,0.012,3452.0,4233.0,1.0
trend_coef,0.034,0.009,0.015,0.052,0.0,0.0,3641.0,5066.0,1.0
ib_coef,2.546,0.453,1.66,3.429,0.008,0.005,3638.0,4453.0,1.0
sigma,1.839,0.086,1.671,2.007,0.001,0.001,5961.0,5420.0,1.0
