,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,3.962,0.162,3.656,4.292,0.001,0.001,12667.0,12210.0,1.0
sigma,2.497,0.118,2.27,2.728,0.001,0.001,14041.0,11670.0,1.0
