,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.211,0.978,3.337,7.185,0.017,0.011,3192.0,4349.0,1.0
economic_coef,-0.486,0.11,-0.701,-0.27,0.002,0.001,2778.0,3828.0,1.0
pressure_coef,2.356,0.186,1.993,2.718,0.003,0.002,5066.0,5063.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,3111.0,4433.0,1.0
sigma,1.835,0.083,1.675,1.998,0.001,0.001,6028.0,5303.0,1.0
