,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,13.31,1.874,9.576,16.901,0.03,0.021,3888.0,4756.0,1.0
economic_coef,0.737,0.058,0.624,0.851,0.001,0.001,5957.0,5050.0,1.0
pressure_coef,-5.828,1.825,-9.385,-2.26,0.029,0.02,3999.0,4505.0,1.0
sigma,2.309,0.108,2.103,2.522,0.001,0.001,5563.0,4775.0,1.0
