,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.831,0.691,4.489,7.206,0.01,0.007,5086.0,5844.0,1.0
economic_coef,0.868,0.05,0.771,0.965,0.001,0.001,5330.0,5754.0,1.0
travel_speed_coef,-0.056,0.266,-0.588,0.46,0.003,0.003,10050.0,6997.0,1.0
pc1_coef,1.057,0.091,0.885,1.236,0.001,0.001,8904.0,6862.0,1.0
pc2_coef,-1.255,0.445,-2.122,-0.363,0.005,0.005,9793.0,6271.0,1.0
sigma,1.882,0.087,1.718,2.055,0.001,0.001,8801.0,6623.0,1.0
