,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,6.352,2.053,2.621,10.707,0.04,0.024,2675.0,4192.0,1.0
economic_coef,-0.593,0.156,-0.892,-0.279,0.003,0.002,2525.0,3294.0,1.0
wind_coef,5.016,0.534,3.947,6.056,0.007,0.006,6430.0,5682.0,1.0
trend_coef,0.052,0.016,0.023,0.086,0.0,0.0,3084.0,4343.0,1.0
sigma,2.07,0.123,1.84,2.318,0.002,0.001,6480.0,5898.0,1.0
