,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.266,0.975,3.338,7.095,0.016,0.01,3736.0,5478.0,1.0
economic_coef,0.509,0.11,0.297,0.721,0.002,0.001,3358.0,4755.0,1.0
pressure_coef,2.359,0.184,1.987,2.722,0.002,0.002,6941.0,6150.0,1.0
wind_coef_residual,-0.414,0.967,-2.369,1.394,0.011,0.01,7804.0,6413.0,1.0
trend_coef,0.034,0.009,0.015,0.052,0.0,0.0,3884.0,5537.0,1.0
sigma,1.837,0.085,1.668,2.0,0.001,0.001,6861.0,6080.0,1.0
