,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,2.567,0.755,1.089,4.042,0.012,0.008,3919.0,4868.0,1.0
economic_coef,0.889,0.049,0.796,0.988,0.001,0.001,4342.0,5036.0,1.0
pressure_coef,2.318,0.189,1.944,2.692,0.002,0.002,6148.0,5884.0,1.0
tides_coef,-0.028,0.349,-0.708,0.652,0.004,0.004,7562.0,6582.0,1.0
sigma,1.877,0.086,1.72,2.054,0.001,0.001,6858.0,6353.0,1.0
