,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.587,1.009,3.68,7.611,0.015,0.011,4351.0,5371.0,1.0
economic_coef,-0.493,0.108,-0.698,-0.275,0.002,0.001,4193.0,5018.0,1.0
pressure_coef,2.374,0.19,2.006,2.748,0.002,0.002,6905.0,5723.0,1.0
trend_coef,0.028,0.011,0.006,0.049,0.0,0.0,4939.0,5736.0,1.0
temp_anomaly_coef,0.891,0.856,-0.822,2.522,0.011,0.009,6165.0,6269.0,1.0
sigma,1.836,0.084,1.674,2.002,0.001,0.001,7793.0,6829.0,1.0
