,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,8.388,1.942,4.764,12.273,0.038,0.022,2581.0,3961.0,1.0
economic_coef,-0.602,0.149,-0.891,-0.313,0.003,0.002,2439.0,3873.0,1.0
pressure_coef,2.717,0.24,2.246,3.192,0.003,0.003,6586.0,6099.0,1.0
trend_coef,0.042,0.015,0.013,0.072,0.0,0.0,3033.0,4785.0,1.0
sigma,1.927,0.113,1.721,2.154,0.001,0.001,6408.0,6467.0,1.0
