,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,15.37,1.0,13.481,17.373,0.017,0.012,3335.0,4125.0,1.0
economic_coef,0.304,0.112,0.085,0.521,0.002,0.001,2901.0,3729.0,1.0
pressure_coef,2.45,0.196,2.051,2.822,0.003,0.002,5684.0,5382.0,1.0
trend_coef,-0.026,0.01,-0.045,-0.008,0.0,0.0,3203.0,4341.0,1.0
sigma,1.903,0.088,1.735,2.079,0.001,0.001,6324.0,5865.0,1.0
