,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.239,0.962,3.389,7.137,0.016,0.01,3847.0,4988.0,1.0
economic_coef,0.511,0.108,0.297,0.72,0.002,0.001,3234.0,3840.0,1.0
trend_coef,0.034,0.009,0.016,0.053,0.0,0.0,3432.0,4232.0,1.0
ib_coef,2.359,0.189,1.998,2.739,0.002,0.002,6029.0,5337.0,1.0
sigma,1.835,0.084,1.672,1.997,0.001,0.001,6010.0,5730.0,1.0
