,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.267,0.965,3.342,7.125,0.015,0.01,4075.0,5282.0,1.0
economic_coef,0.508,0.109,0.3,0.723,0.002,0.001,3651.0,4370.0,1.0
pressure_coef,2.358,0.186,1.989,2.718,0.002,0.002,8389.0,6531.0,1.0
travel_speed_coef,-0.003,0.258,-0.509,0.504,0.003,0.003,8629.0,6996.0,1.0
trend_coef,0.034,0.009,0.015,0.052,0.0,0.0,4033.0,5219.0,1.0
sigma,1.84,0.086,1.685,2.016,0.001,0.001,7363.0,5936.0,1.0
