,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,7.666,1.123,5.393,9.785,0.018,0.013,3970.0,4781.0,1.0
economic_coef,0.512,0.127,0.263,0.755,0.002,0.002,3679.0,4333.0,1.0
trend_coef,0.024,0.011,0.003,0.045,0.0,0.0,4086.0,5053.0,1.0
mv_coef[0],1.342,0.274,0.815,1.878,0.004,0.003,4592.0,4806.0,1.0
mv_coef[1],-0.09,0.02,-0.13,-0.052,0.0,0.0,4607.0,4785.0,1.0
sigma,2.177,0.108,1.97,2.39,0.001,0.001,5348.0,5551.0,1.0
