,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,3.577,0.847,1.859,5.165,0.013,0.009,4275.0,4922.0,1.0
economic_coef,0.75,0.078,0.603,0.912,0.001,0.001,3937.0,4708.0,1.0
pressure_coef,2.323,0.187,1.968,2.697,0.003,0.002,5354.0,5883.0,1.0
sea_level_coef,4.976,2.389,0.194,9.551,0.035,0.025,4658.0,5799.0,1.0
sigma,1.849,0.087,1.681,2.019,0.001,0.001,5281.0,5612.0,1.0
