,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,2.645,0.746,1.218,4.153,0.011,0.008,4369.0,4905.0,1.0
economic_coef,0.897,0.049,0.802,0.995,0.001,0.001,4706.0,5431.0,1.0
pressure_coef,2.347,0.19,1.967,2.715,0.002,0.002,6520.0,6268.0,1.0
ibtracks_speed_coef,-0.169,0.182,-0.519,0.191,0.002,0.002,8008.0,6415.0,1.0
sigma,1.874,0.085,1.708,2.038,0.001,0.001,7148.0,6085.0,1.0
