,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.585,1.027,3.582,7.633,0.015,0.011,4880.0,5372.0,1.0
economic_coef,0.508,0.109,0.288,0.719,0.002,0.001,4277.0,4825.0,1.0
pressure_coef,2.372,0.188,1.995,2.732,0.002,0.002,7994.0,5898.0,1.0
trend_coef,0.028,0.011,0.005,0.049,0.0,0.0,4815.0,5452.0,1.0
temp_anomaly_coef,0.889,0.877,-0.8,2.604,0.011,0.009,6373.0,6116.0,1.0
sigma,1.835,0.085,1.67,2.003,0.001,0.001,7725.0,6070.0,1.0
