,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,8.096,2.708,2.656,13.213,0.041,0.028,4312.0,4552.0,1.0
economic_coef,0.876,0.051,0.781,0.979,0.001,0.001,6992.0,5963.0,1.0
pressure_coef,-6.381,2.51,-11.234,-1.403,0.037,0.026,4571.0,4755.0,1.0
wind_coef,3.931,0.44,3.112,4.838,0.005,0.004,6563.0,6666.0,1.0
sigma,1.959,0.089,1.787,2.134,0.001,0.001,6961.0,5942.0,1.0
