,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,17.401,0.196,17.019,17.788,0.003,0.002,5702.0,5619.0,1.0
sigma,3.022,0.139,2.758,3.298,0.002,0.001,6420.0,6067.0,1.0
tides_coef,0.007,0.004,0.0,0.015,0.0,0.0,3177.0,1942.0,1.0
