,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.291,0.4,4.53,6.107,0.007,0.005,3686.0,4138.0,1.0
trend_coef,-0.018,0.005,-0.029,-0.008,0.0,0.0,3614.0,3977.0,1.0
sigma,2.421,0.11,2.211,2.639,0.002,0.001,4711.0,4966.0,1.0
