,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,7.849,0.813,6.304,9.471,0.012,0.009,4827.0,4962.0,1.0
economic_coef,0.714,0.06,0.598,0.832,0.001,0.001,4823.0,4738.0,1.0
tides_coef,0.0,0.004,-0.009,0.009,0.0,0.0,6766.0,5605.0,1.0
sigma,2.392,0.111,2.181,2.611,0.001,0.001,6581.0,5797.0,1.0
