,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.263,1.172,6.837,11.445,0.02,0.013,3575.0,4667.0,1.0
economic_coef,0.507,0.137,0.235,0.771,0.002,0.002,3305.0,4223.0,1.0
tides_coef,0.0,0.005,-0.009,0.009,0.0,0.0,6775.0,5981.0,1.0
trend_coef,0.02,0.012,-0.003,0.043,0.0,0.0,3891.0,5324.0,1.0
sigma,2.386,0.11,2.177,2.611,0.001,0.001,6004.0,5188.0,1.0
