,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.201,3.319,-6.287,6.7,0.056,0.037,3495.0,4717.0,1.0
economic_coef,0.873,0.054,0.77,0.981,0.001,0.001,5618.0,5874.0,1.0
pressure_coef,2.289,0.19,1.917,2.66,0.002,0.002,5848.0,5421.0,1.0
coef_gc_icoads,0.092,0.125,-0.146,0.349,0.002,0.001,3297.0,3985.0,1.0
sigma,1.876,0.087,1.713,2.051,0.001,0.001,6553.0,5928.0,1.0
