,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,5.257,0.96,3.376,7.118,0.015,0.011,4224.0,4645.0,1.0
economic_coef,0.508,0.107,0.303,0.721,0.002,0.001,3814.0,4411.0,1.0
pressure_coef,1.157,2.067,-3.208,4.913,0.031,0.023,4321.0,4853.0,1.0
trend_coef,0.034,0.009,0.016,0.052,0.0,0.0,4392.0,5233.0,1.0
ib_coef,1.202,2.066,-2.677,5.417,0.031,0.024,4358.0,4949.0,1.0
sigma,1.836,0.084,1.668,2.002,0.001,0.001,6137.0,5469.0,1.0
