,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.38,0.469,0.493,2.343,0.008,0.006,3742.0,4401.0,1.0
pressure_coef,2.336,0.194,1.951,2.716,0.003,0.002,4911.0,5950.0,1.0
trend_coef,-0.004,0.004,-0.012,0.005,0.0,0.0,4359.0,5836.0,1.0
season_sin_coef,0.138,0.303,-0.472,0.723,0.004,0.003,6693.0,6112.0,1.0
sigma,1.897,0.088,1.73,2.07,0.001,0.001,8688.0,6824.0,1.0
