,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.488,0.935,2.718,6.379,0.015,0.011,3847.0,4833.0,1.0
economic_coef,-0.413,0.104,-0.622,-0.215,0.002,0.001,3314.0,3875.0,1.0
pressure_coef,2.401,0.187,2.033,2.763,0.003,0.002,5526.0,5843.0,1.0
trend_coef,0.029,0.009,0.012,0.047,0.0,0.0,3723.0,4512.0,1.0
sigma,1.834,0.086,1.672,2.007,0.001,0.001,5235.0,5439.0,1.0
