Year,Month,mean_temp_icoads_gc,region_gc,mean_temp_icoads_mdr,region_mdr
1963,8,29.110258,Gulf + Caribbean,26.578,Atlantic MDR
1963,9,29.133808,Gulf + Caribbean,26.843472,Atlantic MDR
1963,10,28.270386,Gulf + Caribbean,26.833124,Atlantic MDR
1963,11,27.081675,Gulf + Caribbean,26.271772,Atlantic MDR
1963,12,25.756884,Gulf + Caribbean,25.229826,Atlantic MDR
1964,1,24.793312,Gulf + Caribbean,24.1624,Atlantic MDR
1964,2,24.39372,Gulf + Caribbean,23.80474,Atlantic MDR
1964,3,24.747822,Gulf + Caribbean,23.68817,Atlantic MDR
1964,4,25.558258,Gulf + Caribbean,23.583548,Atlantic MDR
1964,5,26.874193,Gulf + Caribbean,24.482801,Atlantic MDR
1964,6,27.936518,Gulf + Caribbean,25.228693,Atlantic MDR
1964,7,28.471592,Gulf + Caribbean,25.799543,Atlantic MDR
1964,8,28.885836,Gulf + Caribbean,26.415747,Atlantic MDR
1964,9,28.809038,Gulf + Caribbean,26.74615,Atlantic MDR
1964,10,28.013483,Gulf + Caribbean,26.712755,Atlantic MDR
1964,11,26.876879,Gulf + Caribbean,26.165852,Atlantic MDR
1964,12,25.701159,Gulf + Caribbean,24.9,Atlantic MDR
1965,1,24.86542,Gulf + Caribbean,23.656067,Atlantic MDR
1965,2,24.372293,Gulf + Caribbean,23.20587,Atlantic MDR
1965,3,24.395807,Gulf + Caribbean,23.408068,Atlantic MDR
1965,4,25.48814,Gulf + Caribbean,23.595228,Atlantic MDR
1965,5,26.407564,Gulf + Caribbean,24.176245,Atlantic MDR
1965,6,27.465223,Gulf + Caribbean,24.995087,Atlantic MDR
1965,7,28.199036,Gulf + Caribbean,25.569096,Atlantic MDR
1965,8,28.57404,Gulf + Caribbean,26.238256,Atlantic MDR
1965,9,28.5821,Gulf + Caribbean,26.923275,Atlantic MDR
1965,10,28.165384,Gulf + Caribbean,26.811968,Atlantic MDR
1965,11,27.08368,Gulf + Caribbean,26.200798,Atlantic MDR
1965,12,25.99077,Gulf + Caribbean,25.235003,Atlantic MDR
1966,1,24.876797,Gulf + Caribbean,24.062483,Atlantic MDR
1966,2,24.344488,Gulf + Caribbean,23.919323,Atlantic MDR
1966,3,24.376179,Gulf + Caribbean,23.882135,Atlantic MDR
1966,4,25.122995,Gulf + Caribbean,24.381193,Atlantic MDR
1966,5,26.385448,Gulf + Caribbean,24.681429,Atlantic MDR
1966,6,27.547384,Gulf + Caribbean,25.282125,Atlantic MDR
1966,7,28.386776,Gulf + Caribbean,25.892971,Atlantic MDR
1966,8,28.790064,Gulf + Caribbean,26.379889,Atlantic MDR
1966,9,28.835924,Gulf + Caribbean,26.970282,Atlantic MDR
1966,10,28.343628,Gulf + Caribbean,26.912766,Atlantic MDR
1966,11,26.94503,Gulf + Caribbean,26.565336,Atlantic MDR
1966,12,25.728588,Gulf + Caribbean,25.344889,Atlantic MDR
1967,1,24.666603,Gulf + Caribbean,24.153732,Atlantic MDR
1967,2,24.488726,Gulf + Caribbean,23.456593,Atlantic MDR
1967,3,24.583122,Gulf + Caribbean,23.333708,Atlantic MDR
1967,4,25.483757,Gulf + Caribbean,23.773502,Atlantic MDR
1967,5,26.32847,Gulf + Caribbean,24.0909,Atlantic MDR
1967,6,27.569809,Gulf + Caribbean,24.867168,Atlantic MDR
1967,7,28.258196,Gulf + Caribbean,25.588549,Atlantic MDR
1967,8,28.5014,Gulf + Caribbean,26.324497,Atlantic MDR
1967,9,28.620707,Gulf + Caribbean,26.833574,Atlantic MDR
1967,10,27.97471,Gulf + Caribbean,26.672623,Atlantic MDR
1967,11,26.791529,Gulf + Caribbean,25.871124,Atlantic MDR
1967,12,25.913162,Gulf + Caribbean,24.724056,Atlantic MDR
1968,1,24.846668,Gulf + Caribbean,23.718077,Atlantic MDR
1968,2,24.144266,Gulf + Caribbean,23.313856,Atlantic MDR
1968,3,24.170513,Gulf + Caribbean,23.463259,Atlantic MDR
1968,4,24.995987,Gulf + Caribbean,23.797054,Atlantic MDR
1968,5,26.458652,Gulf + Caribbean,24.251854,Atlantic MDR
1968,6,27.69433,Gulf + Caribbean,24.861958,Atlantic MDR
1968,7,28.34378,Gulf + Caribbean,25.61582,Atlantic MDR
1968,8,28.957836,Gulf + Caribbean,26.354633,Atlantic MDR
1968,9,29.005259,Gulf + Caribbean,26.888874,Atlantic MDR
1968,10,28.30223,Gulf + Caribbean,26.99497,Atlantic MDR
1968,11,26.959293,Gulf + Caribbean,26.473959,Atlantic MDR
1968,12,25.860714,Gulf + Caribbean,25.382055,Atlantic MDR
1969,1,24.68058,Gulf + Caribbean,24.461237,Atlantic MDR
1969,2,24.25643,Gulf + Caribbean,24.198992,Atlantic MDR
1969,3,24.225456,Gulf + Caribbean,24.572866,Atlantic MDR
1969,4,25.808702,Gulf + Caribbean,24.504213,Atlantic MDR
1969,5,27.046368,Gulf + Caribbean,24.81525,Atlantic MDR
1969,6,28.474745,Gulf + Caribbean,25.251516,Atlantic MDR
1969,7,29.080456,Gulf + Caribbean,26.112293,Atlantic MDR
1969,8,29.162323,Gulf + Caribbean,26.682472,Atlantic MDR
1969,9,29.012512,Gulf + Caribbean,27.125141,Atlantic MDR
1969,10,28.417936,Gulf + Caribbean,26.915585,Atlantic MDR
1969,11,27.051344,Gulf + Caribbean,26.573786,Atlantic MDR
1969,12,25.691181,Gulf + Caribbean,25.41899,Atlantic MDR
1970,1,24.551308,Gulf + Caribbean,24.64842,Atlantic MDR
1970,2,24.14242,Gulf + Caribbean,24.006235,Atlantic MDR
1970,3,24.32846,Gulf + Caribbean,24.135256,Atlantic MDR
1970,4,25.495453,Gulf + Caribbean,24.382526,Atlantic MDR
1970,5,26.461699,Gulf + Caribbean,24.854471,Atlantic MDR
1970,6,27.590961,Gulf + Caribbean,25.372583,Atlantic MDR
1970,7,28.380514,Gulf + Caribbean,25.726723,Atlantic MDR
1970,8,28.701475,Gulf + Caribbean,26.361853,Atlantic MDR
1970,9,28.81187,Gulf + Caribbean,26.839554,Atlantic MDR
1970,10,28.15761,Gulf + Caribbean,26.767485,Atlantic MDR
1970,11,26.83154,Gulf + Caribbean,26.09866,Atlantic MDR
1970,12,25.550903,Gulf + Caribbean,25.144749,Atlantic MDR
1971,1,24.82344,Gulf + Caribbean,24.164326,Atlantic MDR
1971,2,24.453613,Gulf + Caribbean,23.39365,Atlantic MDR
1971,3,24.550892,Gulf + Caribbean,23.280844,Atlantic MDR
1971,4,24.984999,Gulf + Caribbean,23.393541,Atlantic MDR
1971,5,26.413675,Gulf + Caribbean,23.894718,Atlantic MDR
1971,6,27.73174,Gulf + Caribbean,24.479662,Atlantic MDR
1971,7,28.295034,Gulf + Caribbean,25.348436,Atlantic MDR
1971,8,28.620192,Gulf + Caribbean,26.085777,Atlantic MDR
1971,9,28.580763,Gulf + Caribbean,26.673784,Atlantic MDR
1971,10,28.140768,Gulf + Caribbean,26.813072,Atlantic MDR
1971,11,27.02261,Gulf + Caribbean,26.22553,Atlantic MDR
1971,12,26.033655,Gulf + Caribbean,24.768438,Atlantic MDR
1972,1,25.126793,Gulf + Caribbean,23.763617,Atlantic MDR
1972,2,24.562128,Gulf + Caribbean,23.19955,Atlantic MDR
1972,3,24.878279,Gulf + Caribbean,22.915112,Atlantic MDR
1972,4,25.624296,Gulf + Caribbean,23.443853,Atlantic MDR
1972,5,26.482597,Gulf + Caribbean,23.687193,Atlantic MDR
1972,6,27.310778,Gulf + Caribbean,24.588158,Atlantic MDR
1972,7,28.095936,Gulf + Caribbean,25.33354,Atlantic MDR
1972,8,28.446283,Gulf + Caribbean,26.018639,Atlantic MDR
1972,9,28.611732,Gulf + Caribbean,26.531467,Atlantic MDR
1972,10,28.254002,Gulf + Caribbean,26.798042,Atlantic MDR
1972,11,27.294102,Gulf + Caribbean,26.017778,Atlantic MDR
1972,12,26.242865,Gulf + Caribbean,24.746311,Atlantic MDR
1973,1,25.166052,Gulf + Caribbean,23.74191,Atlantic MDR
1973,2,24.425922,Gulf + Caribbean,23.204077,Atlantic MDR
1973,3,24.965612,Gulf + Caribbean,23.140055,Atlantic MDR
1973,4,25.341974,Gulf + Caribbean,23.700672,Atlantic MDR
1973,5,26.56955,Gulf + Caribbean,24.304134,Atlantic MDR
1973,6,27.854586,Gulf + Caribbean,24.95799,Atlantic MDR
1973,7,28.574903,Gulf + Caribbean,25.695505,Atlantic MDR
1973,8,28.713398,Gulf + Caribbean,26.146055,Atlantic MDR
1973,9,28.811209,Gulf + Caribbean,26.652514,Atlantic MDR
1973,10,28.155924,Gulf + Caribbean,26.468876,Atlantic MDR
1973,11,27.088505,Gulf + Caribbean,25.858885,Atlantic MDR
1973,12,25.497452,Gulf + Caribbean,24.934607,Atlantic MDR
1974,1,24.92391,Gulf + Caribbean,23.708668,Atlantic MDR
1974,2,24.495962,Gulf + Caribbean,22.857264,Atlantic MDR
1974,3,24.720127,Gulf + Caribbean,22.668669,Atlantic MDR
1974,4,25.319872,Gulf + Caribbean,22.66191,Atlantic MDR
1974,5,26.245222,Gulf + Caribbean,23.571507,Atlantic MDR
1974,6,27.470573,Gulf + Caribbean,24.636667,Atlantic MDR
1974,7,28.108217,Gulf + Caribbean,25.33134,Atlantic MDR
1974,8,28.499172,Gulf + Caribbean,26.046259,Atlantic MDR
1974,9,28.43726,Gulf + Caribbean,26.414124,Atlantic MDR
1974,10,27.691849,Gulf + Caribbean,26.33545,Atlantic MDR
1974,11,26.70471,Gulf + Caribbean,25.636496,Atlantic MDR
1974,12,25.394333,Gulf + Caribbean,24.606647,Atlantic MDR
1975,1,24.787006,Gulf + Caribbean,23.751064,Atlantic MDR
1975,2,24.597582,Gulf + Caribbean,23.081284,Atlantic MDR
1975,3,24.892994,Gulf + Caribbean,22.947853,Atlantic MDR
1975,4,25.433058,Gulf + Caribbean,23.434124,Atlantic MDR
1975,5,26.664936,Gulf + Caribbean,23.698324,Atlantic MDR
1975,6,27.766348,Gulf + Caribbean,24.82905,Atlantic MDR
1975,7,28.304333,Gulf + Caribbean,25.608494,Atlantic MDR
1975,8,28.665287,Gulf + Caribbean,26.438372,Atlantic MDR
1975,9,28.596052,Gulf + Caribbean,26.82246,Atlantic MDR
1975,10,27.851912,Gulf + Caribbean,26.501286,Atlantic MDR
1975,11,26.86363,Gulf + Caribbean,25.722473,Atlantic MDR
1975,12,25.424011,Gulf + Caribbean,24.742167,Atlantic MDR
1976,1,24.36577,Gulf + Caribbean,23.703074,Atlantic MDR
1976,2,23.881338,Gulf + Caribbean,22.882023,Atlantic MDR
1976,3,24.352867,Gulf + Caribbean,22.723242,Atlantic MDR
1976,4,25.119808,Gulf + Caribbean,23.180779,Atlantic MDR
1976,5,26.3086,Gulf + Caribbean,23.63944,Atlantic MDR
1976,6,27.236732,Gulf + Caribbean,24.60545,Atlantic MDR
1976,7,27.919552,Gulf + Caribbean,25.681402,Atlantic MDR
1976,8,28.530066,Gulf + Caribbean,26.984056,Atlantic MDR
1976,9,28.592194,Gulf + Caribbean,27.34725,Atlantic MDR
1976,10,28.071476,Gulf + Caribbean,27.232708,Atlantic MDR
1976,11,26.695797,Gulf + Caribbean,26.26955,Atlantic MDR
1976,12,25.617245,Gulf + Caribbean,24.870111,Atlantic MDR
1977,1,24.50688,Gulf + Caribbean,23.910957,Atlantic MDR
1977,2,24.295544,Gulf + Caribbean,23.28277,Atlantic MDR
1977,3,24.722517,Gulf + Caribbean,23.356571,Atlantic MDR
1977,4,25.446882,Gulf + Caribbean,23.732979,Atlantic MDR
1977,5,26.354778,Gulf + Caribbean,24.26326,Atlantic MDR
1977,6,27.73929,Gulf + Caribbean,25.213146,Atlantic MDR
1977,7,28.469423,Gulf + Caribbean,25.720745,Atlantic MDR
1977,8,28.774326,Gulf + Caribbean,26.282753,Atlantic MDR
1977,9,28.745287,Gulf + Caribbean,26.72211,Atlantic MDR
1977,10,28.084183,Gulf + Caribbean,26.701843,Atlantic MDR
1977,11,27.189999,Gulf + Caribbean,25.995417,Atlantic MDR
1977,12,25.972467,Gulf + Caribbean,24.973219,Atlantic MDR
1978,1,24.81688,Gulf + Caribbean,24.14561,Atlantic MDR
1978,2,24.233465,Gulf + Caribbean,23.744606,Atlantic MDR
1978,3,24.477869,Gulf + Caribbean,23.69472,Atlantic MDR
1978,4,25.37532,Gulf + Caribbean,24.028023,Atlantic MDR
1978,5,26.893549,Gulf + Caribbean,24.384777,Atlantic MDR
1978,6,28.03781,Gulf + Caribbean,25.018976,Atlantic MDR
1978,7,28.627071,Gulf + Caribbean,25.481958,Atlantic MDR
1978,8,28.778395,Gulf + Caribbean,26.322292,Atlantic MDR
1978,9,28.817389,Gulf + Caribbean,26.830725,Atlantic MDR
1978,10,28.129038,Gulf + Caribbean,27.022963,Atlantic MDR
1978,11,27.14641,Gulf + Caribbean,26.451122,Atlantic MDR
1978,12,26.105223,Gulf + Caribbean,25.226215,Atlantic MDR
1979,1,24.828268,Gulf + Caribbean,24.331062,Atlantic MDR
1979,2,24.43974,Gulf + Caribbean,23.95472,Atlantic MDR
1979,3,24.468,Gulf + Caribbean,23.631618,Atlantic MDR
1979,4,25.283016,Gulf + Caribbean,24.091852,Atlantic MDR
1979,5,26.536001,Gulf + Caribbean,24.787346,Atlantic MDR
1979,6,27.790585,Gulf + Caribbean,25.507711,Atlantic MDR
1979,7,28.52554,Gulf + Caribbean,26.078144,Atlantic MDR
1979,8,28.804739,Gulf + Caribbean,26.55648,Atlantic MDR
1979,9,28.602055,Gulf + Caribbean,27.092178,Atlantic MDR
1979,10,28.172272,Gulf + Caribbean,27.021854,Atlantic MDR
1979,11,27.017597,Gulf + Caribbean,26.339611,Atlantic MDR
1979,12,25.885843,Gulf + Caribbean,25.322666,Atlantic MDR
1980,1,24.948904,Gulf + Caribbean,24.478418,Atlantic MDR
1980,2,24.649347,Gulf + Caribbean,23.913147,Atlantic MDR
1980,3,24.734156,Gulf + Caribbean,23.690392,Atlantic MDR
1980,4,25.457834,Gulf + Caribbean,24.338367,Atlantic MDR
1980,5,26.854454,Gulf + Caribbean,25.181742,Atlantic MDR
1980,6,27.973783,Gulf + Caribbean,25.716368,Atlantic MDR
1980,7,28.80637,Gulf + Caribbean,26.015417,Atlantic MDR
1980,8,28.847582,Gulf + Caribbean,26.79447,Atlantic MDR
1980,9,28.935226,Gulf + Caribbean,27.292625,Atlantic MDR
1980,10,28.411463,Gulf + Caribbean,27.043594,Atlantic MDR
1980,11,27.236385,Gulf + Caribbean,26.33866,Atlantic MDR
1980,12,25.810446,Gulf + Caribbean,25.2075,Atlantic MDR
1981,1,24.680063,Gulf + Caribbean,24.374493,Atlantic MDR
1981,2,24.433098,Gulf + Caribbean,23.642248,Atlantic MDR
1981,3,24.627115,Gulf + Caribbean,24.145306,Atlantic MDR
1981,4,25.48006,Gulf + Caribbean,24.084723,Atlantic MDR
1981,5,26.8413,Gulf + Caribbean,24.763113,Atlantic MDR
1981,6,28.063074,Gulf + Caribbean,25.541122,Atlantic MDR
1981,7,28.766582,Gulf + Caribbean,26.179943,Atlantic MDR
1981,8,28.930387,Gulf + Caribbean,26.664888,Atlantic MDR
1981,9,29.014103,Gulf + Caribbean,27.074135,Atlantic MDR
1981,10,28.291485,Gulf + Caribbean,26.942091,Atlantic MDR
1981,11,27.03545,Gulf + Caribbean,26.381647,Atlantic MDR
1981,12,25.901283,Gulf + Caribbean,25.564886,Atlantic MDR
1982,1,25.004967,Gulf + Caribbean,24.297112,Atlantic MDR
1982,2,24.931175,Gulf + Caribbean,23.606688,Atlantic MDR
1982,3,25.113005,Gulf + Caribbean,23.496405,Atlantic MDR
1982,4,25.840698,Gulf + Caribbean,23.691006,Atlantic MDR
1982,5,26.531094,Gulf + Caribbean,24.505644,Atlantic MDR
1982,6,27.80552,Gulf + Caribbean,25.346308,Atlantic MDR
1982,7,28.497906,Gulf + Caribbean,25.892485,Atlantic MDR
1982,8,28.756,Gulf + Caribbean,26.415901,Atlantic MDR
1982,9,28.712858,Gulf + Caribbean,26.898758,Atlantic MDR
1982,10,28.16562,Gulf + Caribbean,26.66798,Atlantic MDR
1982,11,26.947353,Gulf + Caribbean,25.86163,Atlantic MDR
1982,12,25.848331,Gulf + Caribbean,24.6881,Atlantic MDR
1983,1,25.064259,Gulf + Caribbean,23.807344,Atlantic MDR
1983,2,24.634102,Gulf + Caribbean,23.51649,Atlantic MDR
1983,3,24.828289,Gulf + Caribbean,23.95943,Atlantic MDR
1983,4,25.217615,Gulf + Caribbean,24.297102,Atlantic MDR
1983,5,26.601559,Gulf + Caribbean,24.623766,Atlantic MDR
1983,6,27.963526,Gulf + Caribbean,25.493353,Atlantic MDR
1983,7,28.548,Gulf + Caribbean,26.04754,Atlantic MDR
1983,8,28.861397,Gulf + Caribbean,26.531237,Atlantic MDR
1983,9,28.73045,Gulf + Caribbean,27.024147,Atlantic MDR
1983,10,28.328888,Gulf + Caribbean,26.864525,Atlantic MDR
1983,11,27.210257,Gulf + Caribbean,26.417767,Atlantic MDR
1983,12,26.27787,Gulf + Caribbean,25.450455,Atlantic MDR
1984,1,25.228355,Gulf + Caribbean,24.097988,Atlantic MDR
1984,2,24.701998,Gulf + Caribbean,23.477488,Atlantic MDR
1984,3,24.703007,Gulf + Caribbean,23.38399,Atlantic MDR
1984,4,25.349089,Gulf + Caribbean,23.66989,Atlantic MDR
1984,5,26.424772,Gulf + Caribbean,24.408316,Atlantic MDR
1984,6,27.28955,Gulf + Caribbean,24.90354,Atlantic MDR
1984,7,28.070448,Gulf + Caribbean,25.52375,Atlantic MDR
1984,8,28.296473,Gulf + Caribbean,26.209373,Atlantic MDR
1984,9,28.32374,Gulf + Caribbean,26.737709,Atlantic MDR
1984,10,27.78766,Gulf + Caribbean,26.591942,Atlantic MDR
1984,11,26.50845,Gulf + Caribbean,25.789268,Atlantic MDR
1984,12,25.661047,Gulf + Caribbean,24.77573,Atlantic MDR
1985,1,24.52487,Gulf + Caribbean,23.749046,Atlantic MDR
1985,2,24.181456,Gulf + Caribbean,23.317873,Atlantic MDR
1985,3,24.73643,Gulf + Caribbean,23.010113,Atlantic MDR
1985,4,25.31306,Gulf + Caribbean,23.340563,Atlantic MDR
1985,5,26.713987,Gulf + Caribbean,23.887527,Atlantic MDR
1985,6,27.891098,Gulf + Caribbean,25.351145,Atlantic MDR
1985,7,28.409292,Gulf + Caribbean,26.030224,Atlantic MDR
1985,8,28.7326,Gulf + Caribbean,26.604342,Atlantic MDR
1985,9,28.602564,Gulf + Caribbean,26.931696,Atlantic MDR
1985,10,27.958847,Gulf + Caribbean,26.886124,Atlantic MDR
1985,11,26.965656,Gulf + Caribbean,26.225643,Atlantic MDR
1985,12,25.686451,Gulf + Caribbean,25.065697,Atlantic MDR
1986,1,24.827034,Gulf + Caribbean,23.603035,Atlantic MDR
1986,2,24.608,Gulf + Caribbean,23.103575,Atlantic MDR
1986,3,24.592518,Gulf + Caribbean,22.962702,Atlantic MDR
1986,4,25.216755,Gulf + Caribbean,23.329943,Atlantic MDR
1986,5,26.481054,Gulf + Caribbean,24.024494,Atlantic MDR
1986,6,27.637032,Gulf + Caribbean,24.869057,Atlantic MDR
1986,7,28.379803,Gulf + Caribbean,25.619831,Atlantic MDR
1986,8,28.59129,Gulf + Caribbean,26.393465,Atlantic MDR
1986,9,28.40359,Gulf + Caribbean,27.022472,Atlantic MDR
1986,10,28.0298,Gulf + Caribbean,26.862024,Atlantic MDR
1986,11,27.15732,Gulf + Caribbean,25.926046,Atlantic MDR
1986,12,26.10155,Gulf + Caribbean,24.507135,Atlantic MDR
1987,1,25.01716,Gulf + Caribbean,23.788437,Atlantic MDR
1987,2,24.645563,Gulf + Caribbean,23.420841,Atlantic MDR
1987,3,24.664934,Gulf + Caribbean,23.814192,Atlantic MDR
1987,4,25.234934,Gulf + Caribbean,24.24463,Atlantic MDR
1987,5,26.688208,Gulf + Caribbean,24.917135,Atlantic MDR
1987,6,27.917728,Gulf + Caribbean,25.92193,Atlantic MDR
1987,7,28.753721,Gulf + Caribbean,26.331009,Atlantic MDR
1987,8,29.171373,Gulf + Caribbean,27.132103,Atlantic MDR
1987,9,29.222809,Gulf + Caribbean,27.49324,Atlantic MDR
1987,10,28.20673,Gulf + Caribbean,27.42715,Atlantic MDR
1987,11,27.107838,Gulf + Caribbean,26.632446,Atlantic MDR
1987,12,26.105713,Gulf + Caribbean,25.732641,Atlantic MDR
1988,1,24.890646,Gulf + Caribbean,24.3209,Atlantic MDR
1988,2,24.301163,Gulf + Caribbean,23.577768,Atlantic MDR
1988,3,24.572517,Gulf + Caribbean,23.722977,Atlantic MDR
1988,4,25.273634,Gulf + Caribbean,24.26034,Atlantic MDR
1988,5,26.497387,Gulf + Caribbean,24.78181,Atlantic MDR
1988,6,27.809547,Gulf + Caribbean,25.567093,Atlantic MDR
1988,7,28.550512,Gulf + Caribbean,26.178034,Atlantic MDR
1988,8,28.81555,Gulf + Caribbean,26.56226,Atlantic MDR
1988,9,28.51777,Gulf + Caribbean,27.070904,Atlantic MDR
1988,10,27.82344,Gulf + Caribbean,26.85391,Atlantic MDR
1988,11,27.080507,Gulf + Caribbean,26.136278,Atlantic MDR
1988,12,25.744934,Gulf + Caribbean,25.078426,Atlantic MDR
1989,1,25.112337,Gulf + Caribbean,23.93799,Atlantic MDR
1989,2,24.676014,Gulf + Caribbean,23.24307,Atlantic MDR
1989,3,24.608534,Gulf + Caribbean,23.053108,Atlantic MDR
1989,4,25.4417,Gulf + Caribbean,23.061243,Atlantic MDR
1989,5,26.607052,Gulf + Caribbean,24.009832,Atlantic MDR
1989,6,27.572306,Gulf + Caribbean,25.172695,Atlantic MDR
1989,7,28.397305,Gulf + Caribbean,26.29161,Atlantic MDR
1989,8,28.83622,Gulf + Caribbean,27.181955,Atlantic MDR
1989,9,28.885448,Gulf + Caribbean,27.080456,Atlantic MDR
1989,10,27.99121,Gulf + Caribbean,27.080952,Atlantic MDR
1989,11,27.104841,Gulf + Caribbean,26.2785,Atlantic MDR
1989,12,25.854643,Gulf + Caribbean,25.579664,Atlantic MDR
1990,1,25.05497,Gulf + Caribbean,24.119776,Atlantic MDR
1990,2,24.7616,Gulf + Caribbean,23.681543,Atlantic MDR
1990,3,24.889032,Gulf + Caribbean,23.644775,Atlantic MDR
1990,4,25.511301,Gulf + Caribbean,24.104662,Atlantic MDR
1990,5,26.667885,Gulf + Caribbean,24.769377,Atlantic MDR
1990,6,27.81379,Gulf + Caribbean,25.259089,Atlantic MDR
1990,7,28.338013,Gulf + Caribbean,26.013899,Atlantic MDR
1990,8,28.915606,Gulf + Caribbean,27.019032,Atlantic MDR
1990,9,29.101732,Gulf + Caribbean,27.473448,Atlantic MDR
1990,10,28.427948,Gulf + Caribbean,27.362999,Atlantic MDR
1990,11,27.090776,Gulf + Caribbean,26.604128,Atlantic MDR
1990,12,25.898207,Gulf + Caribbean,25.295876,Atlantic MDR
1991,1,25.15071,Gulf + Caribbean,24.189606,Atlantic MDR
1991,2,24.548143,Gulf + Caribbean,23.740223,Atlantic MDR
1991,3,24.873613,Gulf + Caribbean,23.376207,Atlantic MDR
1991,4,25.71071,Gulf + Caribbean,23.609034,Atlantic MDR
1991,5,26.886217,Gulf + Caribbean,24.192831,Atlantic MDR
1991,6,27.784052,Gulf + Caribbean,24.993141,Atlantic MDR
1991,7,28.498335,Gulf + Caribbean,25.713737,Atlantic MDR
1991,8,28.938139,Gulf + Caribbean,26.467047,Atlantic MDR
1991,9,28.755604,Gulf + Caribbean,27.292036,Atlantic MDR
1991,10,28.085321,Gulf + Caribbean,26.99444,Atlantic MDR
1991,11,26.72173,Gulf + Caribbean,26.20943,Atlantic MDR
1991,12,25.689089,Gulf + Caribbean,25.200123,Atlantic MDR
1992,1,24.782963,Gulf + Caribbean,24.23731,Atlantic MDR
1992,2,24.4421,Gulf + Caribbean,23.562178,Atlantic MDR
1992,3,24.748726,Gulf + Caribbean,23.483932,Atlantic MDR
1992,4,25.40826,Gulf + Caribbean,23.613655,Atlantic MDR
1992,5,26.050573,Gulf + Caribbean,24.226973,Atlantic MDR
1992,6,27.710794,Gulf + Caribbean,25.102373,Atlantic MDR
1992,7,28.38797,Gulf + Caribbean,26.20362,Atlantic MDR
1992,8,28.615322,Gulf + Caribbean,26.540628,Atlantic MDR
1992,9,28.602627,Gulf + Caribbean,27.009302,Atlantic MDR
1992,10,27.846191,Gulf + Caribbean,26.827347,Atlantic MDR
1992,11,26.894417,Gulf + Caribbean,26.057686,Atlantic MDR
1992,12,25.808258,Gulf + Caribbean,24.90423,Atlantic MDR
1993,1,25.272867,Gulf + Caribbean,24.006779,Atlantic MDR
1993,2,24.694868,Gulf + Caribbean,23.37925,Atlantic MDR
1993,3,24.497189,Gulf + Caribbean,23.366137,Atlantic MDR
1993,4,25.263268,Gulf + Caribbean,23.88063,Atlantic MDR
1993,5,26.259548,Gulf + Caribbean,24.438595,Atlantic MDR
1993,6,27.694645,Gulf + Caribbean,25.433565,Atlantic MDR
1993,7,28.447792,Gulf + Caribbean,25.911436,Atlantic MDR
1993,8,28.772749,Gulf + Caribbean,26.475029,Atlantic MDR
1993,9,28.804682,Gulf + Caribbean,26.991285,Atlantic MDR
1993,10,28.107485,Gulf + Caribbean,26.851852,Atlantic MDR
1993,11,26.955097,Gulf + Caribbean,26.018353,Atlantic MDR
1993,12,25.82916,Gulf + Caribbean,24.729433,Atlantic MDR
1994,1,24.769548,Gulf + Caribbean,23.585402,Atlantic MDR
1994,2,24.667793,Gulf + Caribbean,23.05438,Atlantic MDR
1994,3,24.808561,Gulf + Caribbean,23.02841,Atlantic MDR
1994,4,25.682821,Gulf + Caribbean,23.592987,Atlantic MDR
1994,5,26.986557,Gulf + Caribbean,24.021141,Atlantic MDR
1994,6,27.856987,Gulf + Caribbean,24.89347,Atlantic MDR
1994,7,28.274206,Gulf + Caribbean,25.648813,Atlantic MDR
1994,8,28.491098,Gulf + Caribbean,26.345058,Atlantic MDR
1994,9,28.528837,Gulf + Caribbean,26.650002,Atlantic MDR
1994,10,28.003143,Gulf + Caribbean,26.878103,Atlantic MDR
1994,11,27.271418,Gulf + Caribbean,26.294378,Atlantic MDR
1994,12,26.138298,Gulf + Caribbean,24.978231,Atlantic MDR
1995,1,24.980904,Gulf + Caribbean,24.03339,Atlantic MDR
1995,2,24.672451,Gulf + Caribbean,23.463879,Atlantic MDR
1995,3,24.977692,Gulf + Caribbean,23.51526,Atlantic MDR
1995,4,25.789215,Gulf + Caribbean,24.088598,Atlantic MDR
1995,5,27.133871,Gulf + Caribbean,25.088722,Atlantic MDR
1995,6,28.122484,Gulf + Caribbean,25.805656,Atlantic MDR
1995,7,28.737309,Gulf + Caribbean,26.720741,Atlantic MDR
1995,8,28.994413,Gulf + Caribbean,27.45193,Atlantic MDR
1995,9,29.127134,Gulf + Caribbean,27.54414,Atlantic MDR
1995,10,28.292515,Gulf + Caribbean,27.479597,Atlantic MDR
1995,11,26.998463,Gulf + Caribbean,26.855932,Atlantic MDR
1995,12,26.10104,Gulf + Caribbean,25.559196,Atlantic MDR
1996,1,24.788248,Gulf + Caribbean,24.719086,Atlantic MDR
1996,2,24.496029,Gulf + Caribbean,23.928354,Atlantic MDR
1996,3,24.48097,Gulf + Caribbean,23.723942,Atlantic MDR
1996,4,25.076942,Gulf + Caribbean,24.208012,Atlantic MDR
1996,5,26.44045,Gulf + Caribbean,24.725407,Atlantic MDR
1996,6,27.74409,Gulf + Caribbean,25.441092,Atlantic MDR
1996,7,28.331112,Gulf + Caribbean,26.131256,Atlantic MDR
1996,8,28.567759,Gulf + Caribbean,26.812635,Atlantic MDR
1996,9,28.743334,Gulf + Caribbean,27.079714,Atlantic MDR
