Year,Month,mean_temp_icoads_gc,region_gc,mean_temp_icoads_mdr,region_mdr
1930,6,26.818077,Gulf + Caribbean,24.066933,Atlantic MDR
1930,7,27.667078,Gulf + Caribbean,24.960684,Atlantic MDR
1930,8,28.108105,Gulf + Caribbean,26.056713,Atlantic MDR
1930,9,28.138836,Gulf + Caribbean,26.705002,Atlantic MDR
1930,10,27.439745,Gulf + Caribbean,26.78533,Atlantic MDR
1930,11,26.253092,Gulf + Caribbean,26.282236,Atlantic MDR
1930,12,25.18565,Gulf + Caribbean,24.669804,Atlantic MDR
1931,1,24.038326,Gulf + Caribbean,23.46954,Atlantic MDR
1931,2,23.850328,Gulf + Caribbean,22.772352,Atlantic MDR
1931,3,23.73143,Gulf + Caribbean,23.131369,Atlantic MDR
1931,4,24.546558,Gulf + Caribbean,23.639786,Atlantic MDR
1931,5,26.072302,Gulf + Caribbean,24.200933,Atlantic MDR
1931,6,27.3208,Gulf + Caribbean,25.236223,Atlantic MDR
1931,7,28.101934,Gulf + Caribbean,25.663088,Atlantic MDR
1931,8,28.348896,Gulf + Caribbean,26.257593,Atlantic MDR
1931,9,28.277653,Gulf + Caribbean,26.724371,Atlantic MDR
1931,10,27.68157,Gulf + Caribbean,26.658403,Atlantic MDR
1931,11,26.33629,Gulf + Caribbean,25.976038,Atlantic MDR
1931,12,25.563702,Gulf + Caribbean,24.502426,Atlantic MDR
1932,1,24.729738,Gulf + Caribbean,23.520155,Atlantic MDR
1932,2,24.50656,Gulf + Caribbean,23.340132,Atlantic MDR
1932,3,24.378412,Gulf + Caribbean,23.542435,Atlantic MDR
1932,4,24.827293,Gulf + Caribbean,23.776796,Atlantic MDR
1932,5,25.927622,Gulf + Caribbean,24.263689,Atlantic MDR
1932,6,27.303041,Gulf + Caribbean,25.074387,Atlantic MDR
1932,7,28.010328,Gulf + Caribbean,25.724388,Atlantic MDR
1932,8,28.432995,Gulf + Caribbean,26.302074,Atlantic MDR
1932,9,28.385393,Gulf + Caribbean,26.952072,Atlantic MDR
1932,10,27.642418,Gulf + Caribbean,26.60791,Atlantic MDR
1932,11,26.334837,Gulf + Caribbean,25.762451,Atlantic MDR
1932,12,25.119541,Gulf + Caribbean,24.438625,Atlantic MDR
1933,1,24.532549,Gulf + Caribbean,23.027332,Atlantic MDR
1933,2,24.020264,Gulf + Caribbean,23.066761,Atlantic MDR
1933,3,24.307047,Gulf + Caribbean,22.846115,Atlantic MDR
1933,4,25.207275,Gulf + Caribbean,23.467186,Atlantic MDR
1933,5,26.470783,Gulf + Caribbean,24.488066,Atlantic MDR
1933,6,27.244286,Gulf + Caribbean,25.014133,Atlantic MDR
1933,7,27.844643,Gulf + Caribbean,25.539999,Atlantic MDR
1933,8,28.220192,Gulf + Caribbean,25.981249,Atlantic MDR
1933,9,28.148432,Gulf + Caribbean,26.515938,Atlantic MDR
1933,10,27.5825,Gulf + Caribbean,26.699507,Atlantic MDR
1933,11,26.502104,Gulf + Caribbean,25.746733,Atlantic MDR
1933,12,25.417683,Gulf + Caribbean,24.089931,Atlantic MDR
1934,1,24.528364,Gulf + Caribbean,22.926907,Atlantic MDR
1934,2,23.939938,Gulf + Caribbean,22.315435,Atlantic MDR
1934,3,24.243725,Gulf + Caribbean,22.18066,Atlantic MDR
1934,4,25.013008,Gulf + Caribbean,22.765812,Atlantic MDR
1934,5,26.103947,Gulf + Caribbean,23.243116,Atlantic MDR
1934,6,27.159134,Gulf + Caribbean,24.401001,Atlantic MDR
1934,7,27.794575,Gulf + Caribbean,24.977718,Atlantic MDR
1934,8,28.228886,Gulf + Caribbean,25.812515,Atlantic MDR
1934,9,28.260395,Gulf + Caribbean,26.34737,Atlantic MDR
1934,10,27.849934,Gulf + Caribbean,26.343206,Atlantic MDR
1934,11,26.555359,Gulf + Caribbean,25.326881,Atlantic MDR
1934,12,25.243856,Gulf + Caribbean,24.186264,Atlantic MDR
1935,1,24.605717,Gulf + Caribbean,23.424173,Atlantic MDR
1935,2,24.040724,Gulf + Caribbean,22.67331,Atlantic MDR
1935,3,24.275002,Gulf + Caribbean,22.42818,Atlantic MDR
1935,4,25.229544,Gulf + Caribbean,22.949276,Atlantic MDR
1935,5,26.307339,Gulf + Caribbean,23.991201,Atlantic MDR
1935,6,27.392452,Gulf + Caribbean,24.715834,Atlantic MDR
1935,7,27.938065,Gulf + Caribbean,25.424246,Atlantic MDR
1935,8,28.385359,Gulf + Caribbean,25.918385,Atlantic MDR
1935,9,28.276144,Gulf + Caribbean,26.309874,Atlantic MDR
1935,10,27.575815,Gulf + Caribbean,25.955061,Atlantic MDR
1935,11,26.486185,Gulf + Caribbean,25.3097,Atlantic MDR
1935,12,25.067406,Gulf + Caribbean,24.147427,Atlantic MDR
1936,1,24.422272,Gulf + Caribbean,23.499294,Atlantic MDR
1936,2,24.164904,Gulf + Caribbean,22.983152,Atlantic MDR
1936,3,24.2627,Gulf + Caribbean,23.274364,Atlantic MDR
1936,4,25.03842,Gulf + Caribbean,23.588095,Atlantic MDR
1936,5,26.288898,Gulf + Caribbean,23.943396,Atlantic MDR
1936,6,27.616062,Gulf + Caribbean,25.091541,Atlantic MDR
1936,7,28.075485,Gulf + Caribbean,25.641119,Atlantic MDR
1936,8,28.40581,Gulf + Caribbean,26.18929,Atlantic MDR
1936,9,28.502,Gulf + Caribbean,26.438074,Atlantic MDR
1936,10,27.914742,Gulf + Caribbean,26.521782,Atlantic MDR
1936,11,26.71497,Gulf + Caribbean,25.435482,Atlantic MDR
1936,12,25.407434,Gulf + Caribbean,24.240946,Atlantic MDR
1937,1,24.921045,Gulf + Caribbean,23.341919,Atlantic MDR
1937,2,24.285324,Gulf + Caribbean,22.957724,Atlantic MDR
1937,3,24.542337,Gulf + Caribbean,23.057365,Atlantic MDR
1937,4,25.05625,Gulf + Caribbean,23.218512,Atlantic MDR
1937,5,26.440002,Gulf + Caribbean,23.906013,Atlantic MDR
1937,6,27.522127,Gulf + Caribbean,25.067835,Atlantic MDR
1937,7,28.046558,Gulf + Caribbean,25.979465,Atlantic MDR
1937,8,28.561766,Gulf + Caribbean,26.632309,Atlantic MDR
1937,9,28.727976,Gulf + Caribbean,27.094507,Atlantic MDR
1937,10,28.032885,Gulf + Caribbean,26.749327,Atlantic MDR
1937,11,26.639603,Gulf + Caribbean,26.198225,Atlantic MDR
1937,12,25.028717,Gulf + Caribbean,25.198843,Atlantic MDR
1938,1,24.148376,Gulf + Caribbean,23.810818,Atlantic MDR
1938,2,23.828236,Gulf + Caribbean,23.256647,Atlantic MDR
1938,3,24.34144,Gulf + Caribbean,23.11503,Atlantic MDR
1938,4,24.680853,Gulf + Caribbean,23.49531,Atlantic MDR
1938,5,26.16045,Gulf + Caribbean,24.02569,Atlantic MDR
1938,6,27.217205,Gulf + Caribbean,24.76435,Atlantic MDR
1938,7,27.818127,Gulf + Caribbean,25.315237,Atlantic MDR
1938,8,28.127245,Gulf + Caribbean,25.923157,Atlantic MDR
1938,9,28.248041,Gulf + Caribbean,26.290718,Atlantic MDR
1938,10,27.58195,Gulf + Caribbean,26.28426,Atlantic MDR
1938,11,26.521235,Gulf + Caribbean,25.667542,Atlantic MDR
1938,12,25.28871,Gulf + Caribbean,24.288204,Atlantic MDR
1939,1,24.46026,Gulf + Caribbean,23.319172,Atlantic MDR
1939,2,24.215391,Gulf + Caribbean,22.74527,Atlantic MDR
1939,3,24.36086,Gulf + Caribbean,22.508615,Atlantic MDR
1939,4,24.893204,Gulf + Caribbean,22.74437,Atlantic MDR
1939,5,26.057125,Gulf + Caribbean,23.691051,Atlantic MDR
1939,6,27.284063,Gulf + Caribbean,24.844933,Atlantic MDR
1939,7,27.969872,Gulf + Caribbean,25.345932,Atlantic MDR
1939,8,28.43458,Gulf + Caribbean,26.405943,Atlantic MDR
1939,9,28.625357,Gulf + Caribbean,27.09824,Atlantic MDR
1939,10,28.208902,Gulf + Caribbean,26.901438,Atlantic MDR
1939,11,26.691631,Gulf + Caribbean,25.800932,Atlantic MDR
1939,12,25.51045,Gulf + Caribbean,25.063059,Atlantic MDR
1940,1,24.759613,Gulf + Caribbean,24.545095,Atlantic MDR
1940,2,24.019537,Gulf + Caribbean,23.64695,Atlantic MDR
1940,3,24.1964,Gulf + Caribbean,24.108938,Atlantic MDR
1940,4,25.309801,Gulf + Caribbean,24.274385,Atlantic MDR
1940,5,26.194174,Gulf + Caribbean,25.025219,Atlantic MDR
1940,6,27.745066,Gulf + Caribbean,25.720251,Atlantic MDR
1940,7,28.464771,Gulf + Caribbean,26.234875,Atlantic MDR
1940,8,28.73941,Gulf + Caribbean,27.150925,Atlantic MDR
1940,9,28.707226,Gulf + Caribbean,27.560602,Atlantic MDR
1940,10,27.888824,Gulf + Caribbean,27.456173,Atlantic MDR
1940,11,26.846453,Gulf + Caribbean,26.900106,Atlantic MDR
1940,12,25.882618,Gulf + Caribbean,25.2895,Atlantic MDR
1941,1,24.980986,Gulf + Caribbean,24.470657,Atlantic MDR
1941,2,24.539007,Gulf + Caribbean,23.588558,Atlantic MDR
1941,3,24.437845,Gulf + Caribbean,23.668081,Atlantic MDR
1941,4,25.303791,Gulf + Caribbean,24.143454,Atlantic MDR
1941,5,26.163504,Gulf + Caribbean,24.61358,Atlantic MDR
1941,6,27.750792,Gulf + Caribbean,24.951006,Atlantic MDR
1941,7,28.345655,Gulf + Caribbean,26.058445,Atlantic MDR
1941,8,28.876223,Gulf + Caribbean,27.193798,Atlantic MDR
1941,9,28.85608,Gulf + Caribbean,27.145605,Atlantic MDR
1941,10,28.396908,Gulf + Caribbean,27.311506,Atlantic MDR
1941,11,27.46172,Gulf + Caribbean,27.109999,Atlantic MDR
1941,12,26.54369,Gulf + Caribbean,25.431114,Atlantic MDR
1942,1,25.305218,Gulf + Caribbean,23.542835,Atlantic MDR
1942,2,24.719833,Gulf + Caribbean,23.745003,Atlantic MDR
1942,3,24.73336,Gulf + Caribbean,24.096891,Atlantic MDR
1942,4,25.782017,Gulf + Caribbean,23.681496,Atlantic MDR
1942,5,26.868748,Gulf + Caribbean,25.170527,Atlantic MDR
1942,6,28.023981,Gulf + Caribbean,25.358162,Atlantic MDR
1942,7,28.51846,Gulf + Caribbean,25.71095,Atlantic MDR
1942,8,28.667744,Gulf + Caribbean,26.278357,Atlantic MDR
1942,9,28.774635,Gulf + Caribbean,27.050346,Atlantic MDR
1942,10,28.12576,Gulf + Caribbean,26.766462,Atlantic MDR
1942,11,27.607529,Gulf + Caribbean,26.01587,Atlantic MDR
1942,12,26.027906,Gulf + Caribbean,25.938694,Atlantic MDR
1943,1,25.317352,Gulf + Caribbean,23.660501,Atlantic MDR
1943,2,25.084652,Gulf + Caribbean,23.32647,Atlantic MDR
1943,3,24.880661,Gulf + Caribbean,22.8009,Atlantic MDR
1943,4,25.178001,Gulf + Caribbean,23.738876,Atlantic MDR
1943,5,26.394232,Gulf + Caribbean,24.26712,Atlantic MDR
1943,6,27.5867,Gulf + Caribbean,24.777666,Atlantic MDR
1943,7,28.136139,Gulf + Caribbean,25.364565,Atlantic MDR
1943,8,28.591743,Gulf + Caribbean,26.46515,Atlantic MDR
1943,9,28.751944,Gulf + Caribbean,26.896181,Atlantic MDR
1943,10,27.960747,Gulf + Caribbean,27.394,Atlantic MDR
1943,11,26.960333,Gulf + Caribbean,25.481667,Atlantic MDR
1943,12,25.82062,Gulf + Caribbean,25.187037,Atlantic MDR
1944,1,25.088692,Gulf + Caribbean,24.046865,Atlantic MDR
1944,2,24.764002,Gulf + Caribbean,24.668213,Atlantic MDR
1944,3,25.043127,Gulf + Caribbean,23.973835,Atlantic MDR
1944,4,25.621721,Gulf + Caribbean,24.679436,Atlantic MDR
1944,5,26.393541,Gulf + Caribbean,24.816196,Atlantic MDR
1944,6,27.91882,Gulf + Caribbean,24.210878,Atlantic MDR
1944,7,28.542591,Gulf + Caribbean,25.432575,Atlantic MDR
1944,8,28.840425,Gulf + Caribbean,27.855003,Atlantic MDR
1944,9,28.941807,Gulf + Caribbean,27.372784,Atlantic MDR
1944,10,28.179308,Gulf + Caribbean,28.283922,Atlantic MDR
1944,11,27.11446,Gulf + Caribbean,27.789373,Atlantic MDR
1944,12,26.01844,Gulf + Caribbean,27.892494,Atlantic MDR
1945,1,24.541143,Gulf + Caribbean,22.869287,Atlantic MDR
1945,2,24.475405,Gulf + Caribbean,22.788462,Atlantic MDR
1945,3,24.893478,Gulf + Caribbean,26.232506,Atlantic MDR
1945,4,25.578054,Gulf + Caribbean,23.722221,Atlantic MDR
1945,5,26.486546,Gulf + Caribbean,24.783333,Atlantic MDR
1945,6,27.544224,Gulf + Caribbean,26.465998,Atlantic MDR
1945,7,28.180098,Gulf + Caribbean,26.893341,Atlantic MDR
1945,8,28.637375,Gulf + Caribbean,29.399994,Atlantic MDR
1945,9,28.643232,Gulf + Caribbean,29.090904,Atlantic MDR
1945,10,27.878492,Gulf + Caribbean,28.599997,Atlantic MDR
1945,11,26.914698,Gulf + Caribbean,25.261253,Atlantic MDR
1945,12,25.665363,Gulf + Caribbean,24.822834,Atlantic MDR
1946,1,25.333038,Gulf + Caribbean,22.997498,Atlantic MDR
1946,2,24.373335,Gulf + Caribbean,22.4262,Atlantic MDR
1946,3,24.248112,Gulf + Caribbean,22.2524,Atlantic MDR
1946,4,25.388268,Gulf + Caribbean,22.831623,Atlantic MDR
1946,5,26.596575,Gulf + Caribbean,23.22107,Atlantic MDR
1946,6,27.522917,Gulf + Caribbean,24.360613,Atlantic MDR
1946,7,27.876274,Gulf + Caribbean,25.260681,Atlantic MDR
1946,8,28.589247,Gulf + Caribbean,26.360376,Atlantic MDR
1946,9,28.64288,Gulf + Caribbean,26.767057,Atlantic MDR
1946,10,28.236202,Gulf + Caribbean,26.324368,Atlantic MDR
1946,11,27.315186,Gulf + Caribbean,25.712206,Atlantic MDR
1946,12,25.885843,Gulf + Caribbean,24.639496,Atlantic MDR
1947,1,24.708023,Gulf + Caribbean,23.281351,Atlantic MDR
1947,2,24.583235,Gulf + Caribbean,22.740698,Atlantic MDR
1947,3,25.051018,Gulf + Caribbean,23.23866,Atlantic MDR
1947,4,25.288181,Gulf + Caribbean,23.24612,Atlantic MDR
1947,5,26.226982,Gulf + Caribbean,23.769325,Atlantic MDR
1947,6,27.532188,Gulf + Caribbean,24.57541,Atlantic MDR
1947,7,28.103582,Gulf + Caribbean,25.663237,Atlantic MDR
1947,8,28.213781,Gulf + Caribbean,25.906109,Atlantic MDR
1947,9,28.54658,Gulf + Caribbean,26.625404,Atlantic MDR
1947,10,27.86875,Gulf + Caribbean,26.333263,Atlantic MDR
1947,11,27.263224,Gulf + Caribbean,25.969559,Atlantic MDR
1947,12,25.65254,Gulf + Caribbean,24.53475,Atlantic MDR
1948,1,24.75148,Gulf + Caribbean,23.73594,Atlantic MDR
1948,2,24.903084,Gulf + Caribbean,23.008074,Atlantic MDR
1948,3,25.10874,Gulf + Caribbean,23.321629,Atlantic MDR
1948,4,25.397806,Gulf + Caribbean,23.208454,Atlantic MDR
1948,5,26.581228,Gulf + Caribbean,24.141775,Atlantic MDR
1948,6,27.858286,Gulf + Caribbean,25.013462,Atlantic MDR
1948,7,28.251865,Gulf + Caribbean,25.915232,Atlantic MDR
1948,8,28.60264,Gulf + Caribbean,26.573942,Atlantic MDR
1948,9,28.404331,Gulf + Caribbean,26.58762,Atlantic MDR
1948,10,27.941652,Gulf + Caribbean,26.653778,Atlantic MDR
1948,11,26.987837,Gulf + Caribbean,25.937788,Atlantic MDR
1948,12,25.7695,Gulf + Caribbean,24.56477,Atlantic MDR
1949,1,25.328392,Gulf + Caribbean,23.729347,Atlantic MDR
1949,2,24.985203,Gulf + Caribbean,23.276512,Atlantic MDR
1949,3,24.930206,Gulf + Caribbean,22.806131,Atlantic MDR
1949,4,25.558681,Gulf + Caribbean,23.473356,Atlantic MDR
1949,5,26.574331,Gulf + Caribbean,24.03476,Atlantic MDR
1949,6,27.55137,Gulf + Caribbean,24.819386,Atlantic MDR
1949,7,28.239014,Gulf + Caribbean,25.793121,Atlantic MDR
1949,8,28.507816,Gulf + Caribbean,26.797087,Atlantic MDR
1949,9,28.59293,Gulf + Caribbean,27.151731,Atlantic MDR
1949,10,28.163961,Gulf + Caribbean,27.014267,Atlantic MDR
1949,11,27.00285,Gulf + Caribbean,26.121023,Atlantic MDR
1949,12,25.73068,Gulf + Caribbean,24.858406,Atlantic MDR
1950,1,24.858702,Gulf + Caribbean,23.529196,Atlantic MDR
1950,2,24.553791,Gulf + Caribbean,23.022501,Atlantic MDR
1950,3,24.525099,Gulf + Caribbean,23.067049,Atlantic MDR
1950,4,24.764662,Gulf + Caribbean,23.693668,Atlantic MDR
1950,5,26.09114,Gulf + Caribbean,24.158646,Atlantic MDR
1950,6,27.325068,Gulf + Caribbean,24.97526,Atlantic MDR
1950,7,28.026335,Gulf + Caribbean,25.515188,Atlantic MDR
1950,8,28.524769,Gulf + Caribbean,26.4661,Atlantic MDR
1950,9,28.66103,Gulf + Caribbean,26.909618,Atlantic MDR
1950,10,28.077784,Gulf + Caribbean,26.7858,Atlantic MDR
1950,11,26.952978,Gulf + Caribbean,26.282658,Atlantic MDR
1950,12,25.475359,Gulf + Caribbean,25.11639,Atlantic MDR
1951,1,24.485548,Gulf + Caribbean,24.067533,Atlantic MDR
1951,2,24.033161,Gulf + Caribbean,23.087072,Atlantic MDR
1951,3,24.211788,Gulf + Caribbean,23.366116,Atlantic MDR
1951,4,25.007744,Gulf + Caribbean,23.964195,Atlantic MDR
1951,5,26.5248,Gulf + Caribbean,24.544714,Atlantic MDR
1951,6,27.805166,Gulf + Caribbean,25.480566,Atlantic MDR
1951,7,28.523893,Gulf + Caribbean,26.402746,Atlantic MDR
1951,8,29.17072,Gulf + Caribbean,27.014585,Atlantic MDR
1951,9,29.076689,Gulf + Caribbean,27.218376,Atlantic MDR
1951,10,28.439095,Gulf + Caribbean,26.85237,Atlantic MDR
1951,11,27.329676,Gulf + Caribbean,26.168293,Atlantic MDR
1951,12,26.044117,Gulf + Caribbean,24.94506,Atlantic MDR
1952,1,25.12539,Gulf + Caribbean,23.637793,Atlantic MDR
1952,2,24.640392,Gulf + Caribbean,23.163334,Atlantic MDR
1952,3,24.90987,Gulf + Caribbean,23.533722,Atlantic MDR
1952,4,25.37948,Gulf + Caribbean,23.673641,Atlantic MDR
1952,5,26.661474,Gulf + Caribbean,24.62275,Atlantic MDR
1952,6,28.008495,Gulf + Caribbean,25.646547,Atlantic MDR
1952,7,28.600962,Gulf + Caribbean,26.137392,Atlantic MDR
1952,8,29.132517,Gulf + Caribbean,26.740822,Atlantic MDR
1952,9,29.052647,Gulf + Caribbean,27.16927,Atlantic MDR
1952,10,28.368567,Gulf + Caribbean,27.061949,Atlantic MDR
1952,11,27.069613,Gulf + Caribbean,26.38711,Atlantic MDR
1952,12,25.698118,Gulf + Caribbean,25.700891,Atlantic MDR
1953,1,24.704052,Gulf + Caribbean,24.398544,Atlantic MDR
1953,2,24.499033,Gulf + Caribbean,23.607517,Atlantic MDR
1953,3,24.734968,Gulf + Caribbean,23.29037,Atlantic MDR
1953,4,25.638103,Gulf + Caribbean,23.936775,Atlantic MDR
1953,5,26.905844,Gulf + Caribbean,24.533253,Atlantic MDR
1953,6,27.888103,Gulf + Caribbean,25.373072,Atlantic MDR
1953,7,28.627388,Gulf + Caribbean,26.038101,Atlantic MDR
1953,8,28.915064,Gulf + Caribbean,26.701927,Atlantic MDR
1953,9,28.909414,Gulf + Caribbean,27.100124,Atlantic MDR
1953,10,28.333635,Gulf + Caribbean,26.947287,Atlantic MDR
1953,11,27.276733,Gulf + Caribbean,26.37583,Atlantic MDR
1953,12,26.005714,Gulf + Caribbean,25.258093,Atlantic MDR
1954,1,25.20647,Gulf + Caribbean,23.934027,Atlantic MDR
1954,2,24.758766,Gulf + Caribbean,23.284395,Atlantic MDR
1954,3,24.877748,Gulf + Caribbean,23.108183,Atlantic MDR
1954,4,25.745802,Gulf + Caribbean,23.463501,Atlantic MDR
1954,5,26.826996,Gulf + Caribbean,24.45424,Atlantic MDR
1954,6,27.770521,Gulf + Caribbean,25.277533,Atlantic MDR
1954,7,28.573332,Gulf + Caribbean,25.609756,Atlantic MDR
1954,8,28.93775,Gulf + Caribbean,26.246897,Atlantic MDR
1954,9,28.896582,Gulf + Caribbean,26.560673,Atlantic MDR
1954,10,27.95467,Gulf + Caribbean,26.577126,Atlantic MDR
1954,11,26.833658,Gulf + Caribbean,25.903355,Atlantic MDR
1954,12,25.545225,Gulf + Caribbean,24.611717,Atlantic MDR
1955,1,24.857973,Gulf + Caribbean,23.917437,Atlantic MDR
1955,2,24.341217,Gulf + Caribbean,23.130987,Atlantic MDR
1955,3,24.615034,Gulf + Caribbean,23.169939,Atlantic MDR
1955,4,25.280321,Gulf + Caribbean,23.63545,Atlantic MDR
1955,5,26.572466,Gulf + Caribbean,24.350258,Atlantic MDR
1955,6,27.561998,Gulf + Caribbean,25.045506,Atlantic MDR
1955,7,28.26129,Gulf + Caribbean,26.103024,Atlantic MDR
1955,8,28.899414,Gulf + Caribbean,26.74963,Atlantic MDR
1955,9,28.829615,Gulf + Caribbean,27.206186,Atlantic MDR
1955,10,28.228636,Gulf + Caribbean,27.189316,Atlantic MDR
1955,11,27.11111,Gulf + Caribbean,26.8107,Atlantic MDR
1955,12,25.954805,Gulf + Caribbean,25.532558,Atlantic MDR
1956,1,24.769613,Gulf + Caribbean,24.679583,Atlantic MDR
1956,2,24.49936,Gulf + Caribbean,23.879753,Atlantic MDR
1956,3,24.627306,Gulf + Caribbean,23.528572,Atlantic MDR
1956,4,25.193207,Gulf + Caribbean,23.910496,Atlantic MDR
1956,5,26.529022,Gulf + Caribbean,24.101503,Atlantic MDR
1956,6,27.423485,Gulf + Caribbean,24.689648,Atlantic MDR
1956,7,28.179424,Gulf + Caribbean,25.537628,Atlantic MDR
1956,8,28.812164,Gulf + Caribbean,26.28207,Atlantic MDR
1956,9,28.692806,Gulf + Caribbean,26.642807,Atlantic MDR
1956,10,28.227758,Gulf + Caribbean,26.71269,Atlantic MDR
1956,11,27.029871,Gulf + Caribbean,25.963823,Atlantic MDR
1956,12,25.89532,Gulf + Caribbean,25.173141,Atlantic MDR
1957,1,25.102839,Gulf + Caribbean,23.524317,Atlantic MDR
1957,2,24.964155,Gulf + Caribbean,23.077644,Atlantic MDR
1957,3,24.97626,Gulf + Caribbean,23.141071,Atlantic MDR
1957,4,25.537771,Gulf + Caribbean,23.334682,Atlantic MDR
1957,5,26.741407,Gulf + Caribbean,23.917969,Atlantic MDR
1957,6,27.865988,Gulf + Caribbean,25.12563,Atlantic MDR
1957,7,28.567451,Gulf + Caribbean,25.932255,Atlantic MDR
1957,8,29.010126,Gulf + Caribbean,26.777575,Atlantic MDR
1957,9,29.126728,Gulf + Caribbean,27.136108,Atlantic MDR
1957,10,28.318014,Gulf + Caribbean,27.171263,Atlantic MDR
1957,11,27.121103,Gulf + Caribbean,26.41184,Atlantic MDR
1957,12,25.89171,Gulf + Caribbean,25.239197,Atlantic MDR
1958,1,24.91104,Gulf + Caribbean,24.169699,Atlantic MDR
1958,2,24.20258,Gulf + Caribbean,24.051413,Atlantic MDR
1958,3,24.628775,Gulf + Caribbean,24.377287,Atlantic MDR
1958,4,25.5125,Gulf + Caribbean,24.70639,Atlantic MDR
1958,5,26.871832,Gulf + Caribbean,24.961988,Atlantic MDR
1958,6,28.247885,Gulf + Caribbean,25.85707,Atlantic MDR
1958,7,28.678911,Gulf + Caribbean,26.255987,Atlantic MDR
1958,8,29.284166,Gulf + Caribbean,26.998186,Atlantic MDR
1958,9,29.183807,Gulf + Caribbean,27.307024,Atlantic MDR
1958,10,28.532051,Gulf + Caribbean,27.110592,Atlantic MDR
1958,11,27.492193,Gulf + Caribbean,26.42048,Atlantic MDR
1958,12,26.378117,Gulf + Caribbean,25.219816,Atlantic MDR
1959,1,25.183397,Gulf + Caribbean,24.237099,Atlantic MDR
1959,2,25.067272,Gulf + Caribbean,23.77625,Atlantic MDR
1959,3,24.975937,Gulf + Caribbean,23.359457,Atlantic MDR
1959,4,25.61439,Gulf + Caribbean,23.50446,Atlantic MDR
1959,5,26.661558,Gulf + Caribbean,24.084162,Atlantic MDR
1959,6,27.66777,Gulf + Caribbean,24.832909,Atlantic MDR
1959,7,28.524267,Gulf + Caribbean,25.643744,Atlantic MDR
1959,8,28.72297,Gulf + Caribbean,26.247126,Atlantic MDR
1959,9,28.937757,Gulf + Caribbean,26.896143,Atlantic MDR
1959,10,28.502003,Gulf + Caribbean,26.89313,Atlantic MDR
1959,11,27.376774,Gulf + Caribbean,26.189472,Atlantic MDR
1959,12,25.96122,Gulf + Caribbean,25.003977,Atlantic MDR
1960,1,25.479223,Gulf + Caribbean,23.911362,Atlantic MDR
1960,2,24.819937,Gulf + Caribbean,23.558313,Atlantic MDR
1960,3,24.700064,Gulf + Caribbean,23.634335,Atlantic MDR
1960,4,25.588142,Gulf + Caribbean,23.923704,Atlantic MDR
1960,5,26.990194,Gulf + Caribbean,24.44512,Atlantic MDR
1960,6,28.049618,Gulf + Caribbean,25.328512,Atlantic MDR
1960,7,28.866348,Gulf + Caribbean,25.940182,Atlantic MDR
1960,8,29.110193,Gulf + Caribbean,26.5409,Atlantic MDR
1960,9,28.964361,Gulf + Caribbean,26.867321,Atlantic MDR
1960,10,28.56284,Gulf + Caribbean,26.9569,Atlantic MDR
1960,11,27.60929,Gulf + Caribbean,26.391348,Atlantic MDR
1960,12,26.020834,Gulf + Caribbean,25.088646,Atlantic MDR
1961,1,25.024614,Gulf + Caribbean,24.202415,Atlantic MDR
1961,2,24.829033,Gulf + Caribbean,23.457083,Atlantic MDR
1961,3,25.195679,Gulf + Caribbean,23.503103,Atlantic MDR
1961,4,25.596321,Gulf + Caribbean,24.065117,Atlantic MDR
1961,5,26.734873,Gulf + Caribbean,24.621544,Atlantic MDR
1961,6,27.667305,Gulf + Caribbean,25.084358,Atlantic MDR
1961,7,28.485386,Gulf + Caribbean,25.890059,Atlantic MDR
1961,8,28.867662,Gulf + Caribbean,26.705729,Atlantic MDR
1961,9,28.780903,Gulf + Caribbean,27.00744,Atlantic MDR
1961,10,28.097742,Gulf + Caribbean,26.775145,Atlantic MDR
1961,11,27.148848,Gulf + Caribbean,26.146177,Atlantic MDR
1961,12,26.09548,Gulf + Caribbean,25.331694,Atlantic MDR
1962,1,25.110193,Gulf + Caribbean,24.24393,Atlantic MDR
1962,2,24.891962,Gulf + Caribbean,23.520628,Atlantic MDR
1962,3,24.860975,Gulf + Caribbean,23.781553,Atlantic MDR
1962,4,25.337843,Gulf + Caribbean,23.936071,Atlantic MDR
1962,5,26.546732,Gulf + Caribbean,24.677633,Atlantic MDR
1962,6,27.729809,Gulf + Caribbean,25.152056,Atlantic MDR
1962,7,28.73155,Gulf + Caribbean,26.08799,Atlantic MDR
1962,8,29.203938,Gulf + Caribbean,26.683748,Atlantic MDR
1962,9,29.149937,Gulf + Caribbean,27.1056,Atlantic MDR
1962,10,28.592178,Gulf + Caribbean,26.88294,Atlantic MDR
1962,11,26.994165,Gulf + Caribbean,26.442657,Atlantic MDR
1962,12,25.883871,Gulf + Caribbean,25.56029,Atlantic MDR
1963,1,24.917114,Gulf + Caribbean,24.554882,Atlantic MDR
1963,2,24.634935,Gulf + Caribbean,23.896824,Atlantic MDR
1963,3,24.99331,Gulf + Caribbean,23.589767,Atlantic MDR
1963,4,25.580584,Gulf + Caribbean,24.16423,Atlantic MDR
1963,5,26.620707,Gulf + Caribbean,24.345316,Atlantic MDR
1963,6,27.805292,Gulf + Caribbean,25.242176,Atlantic MDR
1963,7,28.417738,Gulf + Caribbean,25.97376,Atlantic MDR
