Year,Month,mean_temp_hadisst_gc,region_gc,mean_temp_hadisst_mdr,region_mdr
2023,4,26.301413,Gulf + Caribbean,25.000189,Atlantic MDR
2023,5,27.532751,Gulf + Caribbean,25.847698,Atlantic MDR
2023,6,28.777449,Gulf + Caribbean,27.043373,Atlantic MDR
2023,7,29.709799,Gulf + Caribbean,27.634378,Atlantic MDR
2023,8,30.077522,Gulf + Caribbean,28.208586,Atlantic MDR
2023,9,29.922543,Gulf + Caribbean,28.717335,Atlantic MDR
2023,10,29.13272,Gulf + Caribbean,28.562546,Atlantic MDR
2023,11,27.922928,Gulf + Caribbean,27.71737,Atlantic MDR
2023,12,26.601147,Gulf + Caribbean,26.694574,Atlantic MDR
2024,1,25.61491,Gulf + Caribbean,25.900408,Atlantic MDR
2024,2,25.291615,Gulf + Caribbean,25.493872,Atlantic MDR
2024,3,25.759651,Gulf + Caribbean,25.218504,Atlantic MDR
2024,4,26.29393,Gulf + Caribbean,25.518051,Atlantic MDR
2024,5,27.823565,Gulf + Caribbean,26.19305,Atlantic MDR
2024,6,29.023342,Gulf + Caribbean,26.877275,Atlantic MDR
2024,7,29.465275,Gulf + Caribbean,27.221241,Atlantic MDR
2024,8,30.010334,Gulf + Caribbean,27.899252,Atlantic MDR
2024,9,29.972414,Gulf + Caribbean,28.244732,Atlantic MDR
2024,10,29.19967,Gulf + Caribbean,28.166454,Atlantic MDR
2024,11,27.97384,Gulf + Caribbean,27.52843,Atlantic MDR
2024,12,26.747917,Gulf + Caribbean,26.35559,Atlantic MDR
2025,1,25.704521,Gulf + Caribbean,25.319778,Atlantic MDR
2025,2,25.430393,Gulf + Caribbean,24.379725,Atlantic MDR
2025,3,25.51613,Gulf + Caribbean,24.213936,Atlantic MDR
2025,4,26.18865,Gulf + Caribbean,24.35517,Atlantic MDR
2025,5,27.517038,Gulf + Caribbean,25.000328,Atlantic MDR
2025,6,28.674213,Gulf + Caribbean,25.809908,Atlantic MDR
2025,7,29.219778,Gulf + Caribbean,26.65899,Atlantic MDR
2025,8,29.7253,Gulf + Caribbean,27.509916,Atlantic MDR
2025,9,29.626966,Gulf + Caribbean,27.919172,Atlantic MDR
2025,10,28.869686,Gulf + Caribbean,27.910877,Atlantic MDR
