,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,9.789,0.485,8.89,10.773,0.009,0.006,2746.0,3930.0,1.0
pressure_coef,2.431,0.206,2.032,2.834,0.003,0.002,4170.0,5621.0,1.0
trend_coef,-0.08,0.005,-0.089,-0.071,0.0,0.0,3198.0,4367.0,1.0
sigma,2.044,0.095,1.855,2.23,0.001,0.001,5647.0,5469.0,1.0
