,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,1.315,0.45,0.417,2.188,0.008,0.005,3183.0,4132.0,1.0
pressure_coef,2.342,0.193,1.981,2.736,0.003,0.002,4146.0,4669.0,1.0
trend_coef,-0.004,0.004,-0.012,0.005,0.0,0.0,3767.0,4613.0,1.0
sigma,1.894,0.088,1.721,2.064,0.001,0.001,6075.0,5938.0,1.0
